시/도,구,단지명,URL,전용면적,평수,층,시군구,실거래가,매매_계약일자,매매최고가,갭투자구분,갭투자금액,전세가율,전세가,전세_계약일자
인천광역시,연수구,더샵퍼스트월드 ( 2009년),,116.125㎡,44A평,9층,연수구 송도동,8억8천,2024.02.24,13억5천500,전세낀매수,4억9천,44,3억9천,2018.03.14
인천광역시,연수구,해모로월드뷰 ( 2012년),https://new.land.naver.com/complexes/101391,113.9066㎡,45평,22층,연수구 송도동,8억8천,2024.01.11,10억,전세낀매수,3억3천,62,5억5천,2023.01.13
인천광역시,연수구,송도아메리칸타운아이파크 ( 2018년),https://new.land.naver.com/complexes/115791,84.4661㎡,,22층,연수구 송도동,8억7천500,2024.02.08,10억,전세낀매수,5억8천500,33,2억9천,2018.11.03
인천광역시,연수구,송도센트럴파크푸르지오 ( 2015년),https://new.land.naver.com/complexes/105037,84.9238㎡,35B평,25층,연수구 송도동,8억7천500,2024.01.17,13억6천500,전세낀매수,3억9천500,54,4억8천,2023.12.19
인천광역시,연수구,송도웰카운티3단지 ( 2010년),https://new.land.naver.com/complexes/111485,101.53㎡,39A평,29층,연수구 송도동,8억7천,2024.03.03,10억6천,전세낀매수,4억7천,45,4억,2021.08.25
인천광역시,연수구,더샵엑스포9단지 ( 2009년),https://new.land.naver.com/complexes/104899,113.7554㎡,42평,7층,연수구 송도동,8억7천,2024.02.14,11억,전세낀매수,4억7천,45,4억,2017.12.16
인천광역시,연수구,더샵그린워크2차 ( 2014년),https://new.land.naver.com/complexes/104886,117.8951㎡,45평,3층,연수구 송도동,8억7천,2024.01.27,10억4천,전세낀매수,2억7천,68,6억,2023.07.31
인천광역시,연수구,송도글로벌파크베르디움 ( 2017년),https://new.land.naver.com/complexes/109805,84.9359㎡,35B평,18층,연수구 송도동,8억5천800,2024.03.02,11억9천500,전세낀매수,4억2천800,50,4억3천,2022.09.27
인천광역시,연수구,글로벌캠퍼스푸르지오 ( 2013년),https://new.land.naver.com/complexes/101410,101.99㎡,42A평,44층,연수구 송도동,8억5천,2024.02.28,12억4천500,전세낀매수,5억9천,30,2억6천,2014.10.02
인천광역시,연수구,롯데캐슬캠퍼스타운 ( 2016년),https://new.land.naver.com/complexes/105638,101.3056㎡,42평,8층,연수구 송도동,8억5천,2024.02.27,11억7천,전세낀매수,4억3천,49,4억2천,2022.10.22
인천광역시,연수구,송도더샵그린워크3차(18-1블럭) ( 2015년),,84.89㎡,33A평,22층,연수구 송도동,8억5천,2024.02.08,10억9천,전세낀매수,2억5천,70,6억,2021.05.22
인천광역시,연수구,송도더샵파크애비뉴 ( 2018년),https://new.land.naver.com/complexes/144109,59.94㎡,27A평,33층,연수구 송도동,8억4천900,2024.02.26,8억2천500,전세낀매수,3억7천400,55,4억7천500,2022.02.12
인천광역시,연수구,송도더샵센트럴시티 ( 2018년),https://new.land.naver.com/complexes/110656,84.97㎡,35평,24층,연수구 송도동,8억4천500,2024.03.16,11억5천,전세낀매수,3억8천500,54,4억6천,2024.02.23
인천광역시,연수구,베르디움더퍼스트 ( 2017년),https://new.land.naver.com/complexes/108450,113.8722㎡,46C평,12층,연수구 송도동,8억4천500,2024.01.04,8억9천900,전세낀매수,3억9천500,53,4억5천,2020.04.08
인천광역시,연수구,롯데캐슬캠퍼스타운 ( 2016년),https://new.land.naver.com/complexes/105638,84.578㎡,35평,49층,연수구 송도동,8억4천,2024.03.19,9억4천300,전세낀매수,5억2천,38,3억2천,2018.03.10
인천광역시,연수구,송도더샵마스터뷰22BL ( 2015년),https://new.land.naver.com/complexes/106129,84.92㎡,34C평,18층,연수구 송도동,8억3천800,2024.02.25,11억5천,전세낀매수,4억7천800,42,3억6천,2023.09.19
인천광역시,연수구,송도더샵그린워크3차(18-1블럭) ( 2015년),,84.73㎡,34C평,31층,연수구 송도동,8억2천,2024.02.16,11억6천,전세낀매수,4억,51,4억2천,2024.01.03
인천광역시,연수구,롯데캐슬 ( 2012년),https://new.land.naver.com/complexes/111910,110.7602㎡,42A평,14층,연수구 송도동,8억1천,2024.03.04,9억9천,전세낀매수,3억1천,61,5억,2023.10.27
인천광역시,연수구,송도에듀포레푸르지오 ( 2016년),https://new.land.naver.com/complexes/107829,84.852㎡,34A평,29층,연수구 송도동,8억1천,2024.02.04,10억4천,매수후전세,3억5천,56,4억6천,2024.03.02
인천광역시,연수구,송도아트윈푸르지오 ( 2015년),https://new.land.naver.com/complexes/104544,84.98㎡,,28층,연수구 송도동,8억,2024.03.04,10억5천,전세낀매수,4억,50,4억,2023.08.16
인천광역시,연수구,글로벌캠퍼스푸르지오 ( 2013년),https://new.land.naver.com/complexes/101410,101.98㎡,42B평,10층,연수구 송도동,8억,2024.01.26,10억5천,전세낀매수,4억5천,43,3억5천,2022.10.05
인천광역시,연수구,송도더샵퍼스트파크F13-1BL ( 2017년),https://new.land.naver.com/complexes/109268,68.72㎡,29A평,33층,연수구 송도동,7억9천750,2024.01.25,8억7천500,전세낀매수,4억4천750,43,3억5천,2020.10.28
인천광역시,연수구,송도더샵그린애비뉴7단지 ( 2012년),https://new.land.naver.com/complexes/101241,84.992㎡,34평,10층,연수구 송도동,7억9천,2024.02.20,9억1천,전세낀매수,2억9천,63,5억,2023.12.14
인천광역시,연수구,송도웰카운티4단지 ( 2010년),https://new.land.naver.com/complexes/27155,101.8㎡,38T평,15층,연수구 송도동,7억9천,2024.02.20,11억,전세낀매수,3억7천,53,4억2천,2022.09.20
인천광역시,연수구,더샵그린스퀘어 ( 2014년),https://new.land.naver.com/complexes/103177,98.2428㎡,39평,11층,연수구 송도동,7억8천,2024.03.02,10억9천500,전세낀매수,3억3천,57,4억5천,2023.06.17
인천광역시,연수구,롯데캐슬 ( 2012년),https://new.land.naver.com/complexes/111910,110.253㎡,,5층,연수구 송도동,7억7천500,2024.01.13,10억,매수후전세,3억6천500,52,4억1천,2024.02.01
인천광역시,연수구,송도웰카운티1단지 ( 2008년),https://new.land.naver.com/complexes/22522,101.99㎡,38A평,7층,연수구 송도동,7억7천,2024.03.06,9억9천,전세낀매수,4억3천,44,3억4천,2016.03.21
인천광역시,연수구,더샵송도마리나베이 ( 2020년),https://new.land.naver.com/complexes/117655,84.916㎡,33B평,4층,연수구 송도동,7억7천,2024.02.24,11억4천,전세낀매수,4억2천,45,3억5천,2024.02.02
인천광역시,연수구,랜드마크시티센트럴더샵 ( 2020년),https://new.land.naver.com/complexes/117571,95.8548㎡,39평,38층,연수구 송도동,7억7천,2024.02.22,9억,매수후전세,4억,48,3억7천,2024.03.09
인천광역시,연수구,송도SKVIEW ( 2019년),https://new.land.naver.com/complexes/113302,84.9753㎡,34C평,36층,연수구 송도동,7억6천700,2024.03.11,10억4천,전세낀매수,4억1천700,45,3억5천,2023.09.10
인천광역시,연수구,더샵그린스퀘어 ( 2014년),https://new.land.naver.com/complexes/103177,84.8669㎡,,36층,연수구 송도동,7억6천,2024.03.07,10억1천,전세낀매수,2억7천,64,4억9천,2022.03.01
인천광역시,연수구,더샵그린워크2차 ( 2014년),https://new.land.naver.com/complexes/104886,84.3408㎡,34A평,21층,연수구 송도동,7억5천,2024.02.19,10억9천,전세낀매수,3억4천,54,4억1천,2023.03.18
인천광역시,연수구,송도웰카운티2단지 ( 2007년),https://new.land.naver.com/complexes/25142,101.69㎡,38T평,8층,연수구 송도동,7억5천,2024.01.16,7억1천500,전세낀매수,4억6천,38,2억9천,2022.12.29
인천광역시,연수구,송도더샵퍼스트파크F14BL ( 2017년),https://new.land.naver.com/complexes/109270,59.89㎡,26A평,13층,연수구 송도동,7억4천500,2024.03.16,8억9천500,전세낀매수,4억8천250,35,2억6천250,2022.05.14
인천광역시,연수구,송도웰카운티2단지 ( 2007년),https://new.land.naver.com/complexes/25142,101.99㎡,38A평,7층,연수구 송도동,7억4천300,2024.03.04,10억2천750,전세낀매수,3억9천300,47,3억5천,2023.12.18
인천광역시,연수구,해모로월드뷰 ( 2012년),https://new.land.naver.com/complexes/101391,84.8507㎡,34A평,25층,연수구 송도동,7억4천,2024.01.05,9억,전세낀매수,4억4천750,39,2억9천250,2023.07.06
인천광역시,연수구,송도SKVIEW ( 2019년),https://new.land.naver.com/complexes/113302,84.6541㎡,34A평,15층,연수구 송도동,7억3천500,2024.03.07,10억5천,전세낀매수,4억7천500,35,2억6천,2023.02.04
인천광역시,연수구,글로벌캠퍼스푸르지오 ( 2013년),https://new.land.naver.com/complexes/101410,84.98㎡,35A평,24층,연수구 송도동,7억3천,2024.02.06,9억2천,전세낀매수,3억9천,46,3억4천,2022.11.12
인천광역시,연수구,송도더샵하버뷰(D14) ( 2011년),https://new.land.naver.com/complexes/27146,84.837㎡,33B평,8층,연수구 송도동,7억2천500,2024.01.28,9억,전세낀매수,6억2천500,13,1억,2011.05.21
인천광역시,연수구,힐스테이트레이크송도2차 ( 2020년),https://new.land.naver.com/complexes/114223,84.97㎡,33B평,17층,연수구 송도동,7억2천,2024.03.16,7억9천,전세낀매수,2억7천,62,4억5천,2022.01.28
인천광역시,연수구,힐스테이트레이크송도1차 ( 2019년),,84.93㎡,35B평,26층,연수구 송도동,7억2천,2024.03.16,9억8천,전세낀매수,4억1천,43,3억1천,2023.11.09
인천광역시,연수구,힐스테이트레이크송도1차 ( 2019년),,84.92㎡,34A평,32층,연수구 송도동,7억2천,2024.03.15,9억6천,전세낀매수,4억9천,31,2억3천,2023.05.12
인천광역시,연수구,송도SKVIEW ( 2019년),https://new.land.naver.com/complexes/113302,84.8146㎡,34B평,11층,연수구 송도동,7억2천,2024.02.29,11억,전세낀매수,4억8천,33,2억4천,2019.09.19
인천광역시,연수구,힐스테이트레이크송도2차 ( 2020년),https://new.land.naver.com/complexes/114223,84.96㎡,,20층,연수구 송도동,7억1천500,2024.03.02,10억3천,전세낀매수,4억4천500,37,2억7천,2022.11.21
인천광역시,연수구,송도SKVIEW ( 2019년),https://new.land.naver.com/complexes/113302,84.6932㎡,34D평,16층,연수구 송도동,7억1천500,2024.03.01,10억4천500,전세낀매수,3억6천500,48,3억5천,2023.11.18
인천광역시,연수구,더샵그린워크1차 ( 2014년),https://new.land.naver.com/complexes/104225,84.3408㎡,34A평,4층,연수구 송도동,7억1천200,2024.02.17,10억4천500,매수후전세,2억7천200,61,4억4천,2024.02.27
인천광역시,연수구,송도에듀포레푸르지오 ( 2016년),https://new.land.naver.com/complexes/107829,84.517㎡,34B평,2층,연수구 송도동,7억1천,2024.02.28,10억5천,전세낀매수,2억1천,70,5억,2021.08.15
인천광역시,연수구,더샵송도마리나베이 ( 2020년),https://new.land.naver.com/complexes/117655,84.2262㎡,33D평,31층,연수구 송도동,7억1천,2024.02.26,8억3천500,전세낀매수,4억1천,42,3억,2022.10.31
인천광역시,연수구,송도더샵센트럴시티 ( 2018년),https://new.land.naver.com/complexes/110656,72.99㎡,31평,3층,연수구 송도동,7억1천,2024.02.24,9억5천,전세낀매수,3억8천,46,3억3천,2022.09.23
인천광역시,연수구,더샵송도마리나베이 ( 2020년),https://new.land.naver.com/complexes/117655,84.9766㎡,,7층,연수구 송도동,7억1천,2024.02.16,8억3천,매수후전세,3억9천,45,3억2천,2024.02.20
인천광역시,연수구,송도한진해모로 ( 2006년),https://new.land.naver.com/complexes/102706,101.8519㎡,40평,17층,연수구 송도동,7억1천,2024.01.20,8억4천500,전세낀매수,6천,91,6억5천,2022.03.05
인천광역시,연수구,더샵송도마리나베이 ( 2020년),https://new.land.naver.com/complexes/117655,84.9738㎡,,14층,연수구 송도동,7억900,2024.03.02,12억4천500,전세낀매수,3억6천900,47,3억4천,2024.02.19
인천광역시,연수구,송도더샵마스터뷰22BL ( 2015년),https://new.land.naver.com/complexes/106129,72.59㎡,29평,14층,연수구 송도동,7억800,2024.03.12,9억5천,전세낀매수,3억8천880,45,3억1천920,2022.11.19
인천광역시,연수구,아이파크송도 ( 2005년),https://new.land.naver.com/complexes/17442,101.617㎡,40평,8층,연수구 송도동,7억500,2024.01.22,8억4천,전세낀매수,3억7천500,46,3억3천,2019.06.23
인천광역시,연수구,송도글로벌파크베르디움 ( 2017년),https://new.land.naver.com/complexes/109805,74.9533㎡,31A평,1층,연수구 송도동,7억,2024.03.16,10억4천,전세낀매수,3억4천300,51,3억5천700,2021.11.03
인천광역시,연수구,송도웰카운티3단지 ( 2010년),https://new.land.naver.com/complexes/111485,84.91㎡,33A평,7층,연수구 송도동,7억,2024.02.23,9억6천,전세낀매수,4억,42,3억,2023.02.21
인천광역시,연수구,글로벌캠퍼스푸르지오 ( 2013년),https://new.land.naver.com/complexes/101410,94.99㎡,39B평,15층,연수구 송도동,7억,2024.02.14,7억5천,전세낀매수,4억7천,32,2억3천,2014.12.09
인천광역시,연수구,송도글로벌파크베르디움 ( 2017년),https://new.land.naver.com/complexes/109805,63.9721㎡,26A평,30층,연수구 송도동,6억9천700,2024.03.07,9억2천,전세낀매수,2억9천700,57,4억,2024.01.11
인천광역시,연수구,베르디움더퍼스트 ( 2017년),https://new.land.naver.com/complexes/108450,84.9572㎡,34A평,23층,연수구 송도동,6억9천500,2024.03.09,10억,전세낀매수,3억7천500,46,3억2천,2023.03.30
인천광역시,연수구,더샵송도마리나베이 ( 2020년),https://new.land.naver.com/complexes/117655,84.4546㎡,33F평,12층,연수구 송도동,6억9천500,2024.03.01,8억2천,전세낀매수,4억4천500,35,2억5천,2022.12.31
인천광역시,연수구,힐스테이트레이크송도1차 ( 2019년),,84.97㎡,,17층,연수구 송도동,6억9천,2024.03.09,11억3천,전세낀매수,2억4천,65,4억5천,2021.01.09
인천광역시,연수구,송도풍림아이원1단지 ( 2005년),https://new.land.naver.com/complexes/17445,114.7008㎡,43평,9층,연수구 송도동,6억9천,2024.03.02,10억8천,전세낀매수,3억4천,50,3억5천,2023.04.01
인천광역시,연수구,송도웰카운티3단지 ( 2010년),https://new.land.naver.com/complexes/111485,84.99㎡,33B평,7층,연수구 송도동,6억9천,2024.02.21,8억9천,전세낀매수,2억9천,57,4억,2022.11.23
인천광역시,연수구,송도아메리칸타운아이파크 ( 2018년),https://new.land.naver.com/complexes/115791,72.517㎡,30평,15층,연수구 송도동,6억9천,2024.01.19,8억9천500,전세낀매수,3억9천,43,3억,2023.01.26
인천광역시,연수구,베르디움더퍼스트 ( 2017년),https://new.land.naver.com/complexes/108450,84.993㎡,34B평,6층,연수구 송도동,6억9천,2024.01.11,10억,전세낀매수,1억9천,72,5억,2021.09.23
인천광역시,연수구,더샵송도마리나베이 ( 2020년),https://new.land.naver.com/complexes/117655,74.9894㎡,30B평,32층,연수구 송도동,6억8천500,2024.02.08,7억5천,전세낀매수,3억6천500,46,3억2천,2023.08.18
인천광역시,연수구,송도금호어울림 ( 2005년),https://new.land.naver.com/complexes/17453,84.89㎡,32평,10층,연수구 송도동,6억8천,2024.03.15,8억4천500,전세낀매수,4억3천,36,2억5천,2023.02.27
인천광역시,연수구,송도더샵마스터뷰21BL ( 2015년),https://new.land.naver.com/complexes/106128,72.59㎡,29평,6층,연수구 송도동,6억8천,2024.03.08,8억4천,전세낀매수,3억9천125,42,2억8천875,2022.06.22
인천광역시,연수구,송도웰카운티2단지 ( 2007년),https://new.land.naver.com/complexes/25142,84.96㎡,32T평,7층,연수구 송도동,6억7천500,2024.03.08,8억4천500,전세낀매수,3억3천900,49,3억3천600,2021.07.24
인천광역시,연수구,랜드마크시티센트럴더샵 ( 2020년),https://new.land.naver.com/complexes/117571,84.7966㎡,35B평,37층,연수구 송도동,6억7천500,2024.02.16,7억,전세낀매수,4억500,40,2억7천,2023.04.24
인천광역시,연수구,랜드마크시티센트럴더샵 ( 2020년),https://new.land.naver.com/complexes/117571,84.8166㎡,35C평,44층,연수구 송도동,6억7천,2024.01.24,7억5천,전세낀매수,3억5천,47,3억2천,2020.08.22
인천광역시,연수구,송도오션파크베르디움 ( 2020년),https://new.land.naver.com/complexes/115994,84.795㎡,34B평,26층,연수구 송도동,6억6천800,2024.03.11,8억5천,전세낀매수,3억6천,46,3억800,2024.01.12
인천광역시,연수구,송도에듀포레푸르지오 ( 2016년),https://new.land.naver.com/complexes/107829,72.253㎡,29A평,16층,연수구 송도동,6억6천,2024.01.29,9억5천,전세낀매수,3억7천,43,2억9천,2018.09.10
인천광역시,연수구,호반써밋송도 ( 2023년),https://new.land.naver.com/complexes/125375,101.9864㎡,42A평,39층,연수구 송도동,6억5천,2024.02.14,6억4천,전세낀매수,2억2천,66,4억3천,2023.09.22
인천광역시,중구,스카이시티자이 ( 2018년),https://new.land.naver.com/complexes/116569,98.9545㎡,38A평,24층,중구 중산동,5억7천500,2024.02.29,7억5천,전세낀매수,2억9천500,48,2억8천,2020.07.11
인천광역시,중구,스카이시티자이 ( 2018년),https://new.land.naver.com/complexes/116569,98.9437㎡,38B평,8층,중구 중산동,5억7천200,2024.01.22,7억3천,전세낀매수,3억2천200,43,2억5천,2022.11.08
인천광역시,중구,스카이시티자이 ( 2018년),https://new.land.naver.com/complexes/116569,91.8393㎡,35A평,17층,중구 중산동,5억3천100,2024.02.06,6억9천500,전세낀매수,2억3천100,56,3억,2023.12.11
인천광역시,중구,e편한세상영종국제도시센텀베뉴 ( 2023년),https://new.land.naver.com/complexes/139864,84.9819㎡,,17층,중구 중산동,5억2천800,2024.01.27,4억1천,전세낀매수,3억2천800,37,2억,2023.04.04
인천광역시,중구,e편한세상영종국제도시오션하임 ( 2018년),https://new.land.naver.com/complexes/116009,84.9777㎡,33A평,21층,중구 중산동,5억,2024.02.18,6억6천,전세낀매수,2억7천,46,2억3천,2024.01.31
인천광역시,중구,영종하늘도시한라비발디 ( 2012년),https://new.land.naver.com/complexes/100988,115.4255㎡,43B평,10층,중구 중산동,4억7천,2024.01.31,7억7천,매수후전세,1억2천,74,3억5천,2024.01.31
인천광역시,중구,스카이시티자이 ( 2018년),https://new.land.naver.com/complexes/116569,91.4513㎡,35B평,13층,중구 중산동,4억7천,2024.01.04,6억6천,매수후전세,1억6천,65,3억1천,2024.01.13
인천광역시,중구,운서역반도유보라퍼스티지 ( 2022년),https://new.land.naver.com/complexes/126541,83.9551㎡,32평,12층,중구 운서동,4억6천500,2024.03.09,4억6천,전세낀매수,1억6천500,64,3억,2024.01.13
인천광역시,중구,운서SKVIEWSkycity ( 2022년),,84.9247㎡,33B평,20층,중구 운서동,4억6천500,2024.03.02,4억5천500,전세낀매수,1억2천500,73,3억4천,2022.08.25
인천광역시,중구,운서SKVIEWSkycity ( 2022년),,84.9701㎡,33C평,14층,중구 운서동,4억6천,2024.03.17,4억9천,전세낀매수,1억6천,65,3억,2024.02.22
인천광역시,중구,영종국제도시화성파크드림 ( 2019년),https://new.land.naver.com/complexes/115527,84.7363㎡,,17층,중구 중산동,4억5천700,2024.03.21,6억8천,전세낀매수,2억3천700,48,2억2천,2022.11.12
인천광역시,중구,영종하늘도시한라비발디 ( 2012년),https://new.land.naver.com/complexes/100988,101.7629㎡,38B평,1층,중구 중산동,4억5천700,2024.02.07,6억9천,전세낀매수,2억3천700,48,2억2천,2023.08.01
인천광역시,중구,영종센트럴푸르지오자이 ( 2019년),https://new.land.naver.com/complexes/115691,84.4253㎡,33D평,19층,중구 운남동,4억5천500,2024.01.04,6억2천,전세낀매수,2억9천500,35,1억6천,2023.03.31
인천광역시,중구,운서역반도유보라퍼스티지 ( 2022년),https://new.land.naver.com/complexes/126541,84.8964㎡,33A평,3층,중구 운서동,4억5천,2024.03.14,4억7천,전세낀매수,1억5천,66,3억,2024.01.23
인천광역시,중구,영종센트럴푸르지오자이 ( 2019년),https://new.land.naver.com/complexes/115691,84.6348㎡,33A평,11층,중구 운남동,4억5천,2024.03.14,6억,전세낀매수,2억4천,46,2억1천,2023.06.10
인천광역시,중구,e편한세상영종국제도시오션하임 ( 2018년),https://new.land.naver.com/complexes/116009,84.9684㎡,33C평,13층,중구 중산동,4억5천,2024.03.02,7억100,전세낀매수,1억8천,60,2억7천,2022.06.25
인천광역시,중구,e편한세상영종국제도시센텀베뉴 ( 2023년),https://new.land.naver.com/complexes/139864,98.0214㎡,,19층,중구 중산동,4억5천,2024.02.06,4억5천,전세낀매수,6천,86,3억9천,2023.12.07
인천광역시,중구,풍림아이원8단지 ( 2003년),https://new.land.naver.com/complexes/12074,121.5154㎡,44평,10층,중구 운서동,4억5천,2024.01.19,6억2천,전세낀매수,1억2천500,72,3억2천500,2021.10.01
인천광역시,중구,호반써밋스카이센트럴 ( 2022년),https://new.land.naver.com/complexes/130647,84.8753㎡,33C평,21층,중구 중산동,4억4천350,2024.02.05,4억2천,전세낀매수,2억1천350,51,2억3천,2022.08.13
인천광역시,중구,영종국제도시화성파크드림 ( 2019년),https://new.land.naver.com/complexes/115527,73.752㎡,,37층,중구 중산동,4억3천500,2024.02.24,4억9천,전세낀매수,1억8천500,57,2억5천,2022.06.24
인천광역시,중구,영종하늘도시KCC스위첸 ( 2019년),https://new.land.naver.com/complexes/117272,84.858㎡,,4층,중구 중산동,4억3천500,2024.01.17,6억,전세낀매수,2억5천500,41,1억8천,2023.01.14
인천광역시,중구,운서SKVIEWSkycity ( 2022년),,84.963㎡,33A평,3층,중구 운서동,4억2천500,2024.03.14,4억7천500,전세낀매수,1억4천500,65,2억8천,2023.12.14
인천광역시,중구,영종국제도시동원로얄듀크마리나포레 ( 2022년),https://new.land.naver.com/complexes/124828,79.4994㎡,32B평,10층,중구 중산동,4억1천500,2024.02.29,4억300,전세낀매수,2억1천500,48,2억,2023.04.24
인천광역시,중구,영종자이 ( 2009년),https://new.land.naver.com/complexes/116569,113.006㎡,43평,2층,중구 운남동,4억1천500,2024.02.15,6억1천500,전세낀매수,1억8천500,55,2억3천,2019.11.02
인천광역시,중구,영종힐스테이트 ( 2012년),https://new.land.naver.com/complexes/102620,83.247㎡,33C평,15층,중구 중산동,4억1천,2024.03.16,6억,전세낀매수,1억7천,58,2억4천,2023.09.22
인천광역시,중구,영종센트럴푸르지오자이 ( 2019년),https://new.land.naver.com/complexes/115691,84.7955㎡,33B평,11층,중구 운남동,4억1천,2024.03.11,6억5천,전세낀매수,2억,51,2억1천,2022.11.12
인천광역시,중구,e편한세상영종하늘도시 ( 2018년),https://new.land.naver.com/complexes/116009,84.3203㎡,33B평,18층,중구 운남동,4억1천,2024.02.20,5억8천500,전세낀매수,1억9천,53,2억2천,2023.02.04
인천광역시,중구,운서SKVIEWSkycity ( 2022년),,77.8532㎡,31A평,8층,중구 운서동,4억1천,2024.02.17,4억2천,전세낀매수,1억6천,60,2억5천,2022.07.15
인천광역시,중구,영종자이 ( 2009년),https://new.land.naver.com/complexes/116569,127.8114㎡,45B평,7층,중구 운남동,4억700,2024.02.06,5억4천500,전세낀매수,2천700,93,3억8천,2021.12.15
인천광역시,중구,영종힐스테이트 ( 2012년),https://new.land.naver.com/complexes/102620,83.294㎡,33B평,7층,중구 중산동,4억500,2024.03.10,5억6천800,전세낀매수,1억5천500,61,2억5천,2024.01.15
인천광역시,중구,영종어울림1차 ( 2009년),https://new.land.naver.com/complexes/27334,103.82㎡,40평,7층,중구 운서동,4억,2024.02.01,4억5천,매수후전세,1억5천,62,2억5천,2024.02.03
인천광역시,중구,하늘도시우미린2단지 ( 2012년),https://new.land.naver.com/complexes/100914,84.6182㎡,33C평,24층,중구 중산동,3억8천800,2024.02.16,5억4천800,전세낀매수,2억800,46,1억8천,2023.11.15
인천광역시,중구,운서SKVIEWSkycity ( 2022년),,77.0014㎡,30B평,1층,중구 운서동,3억8천750,2024.03.16,4억9천,전세낀매수,1억6천750,56,2억2천,2024.03.13
인천광역시,중구,영종힐스테이트 ( 2012년),https://new.land.naver.com/complexes/102620,83.011㎡,33D평,15층,중구 중산동,3억8천300,2024.02.22,5억8천700,전세낀매수,2억1천300,44,1억7천,2023.03.01
인천광역시,중구,영종어울림2차 ( 2009년),https://new.land.naver.com/complexes/27804,107.6867㎡,40평,7층,중구 운서동,3억8천,2024.02.02,4억7천,전세낀매수,1억3천,65,2억5천,2016.07.16
인천광역시,중구,하늘도시우미린2단지 ( 2012년),https://new.land.naver.com/complexes/100914,84.7834㎡,34A평,21층,중구 중산동,3억7천200,2024.03.16,5억2천,전세낀매수,1억6천400,55,2억800,2024.02.03
인천광역시,중구,하늘도시우미린2단지 ( 2012년),https://new.land.naver.com/complexes/100914,84.9907㎡,34D2평,27층,중구 중산동,3억7천,2024.02.27,5억2천,전세낀매수,1억1천,70,2억6천,2022.03.09
인천광역시,중구,영종힐스테이트 ( 2012년),https://new.land.naver.com/complexes/102620,83.372㎡,33A평,16층,중구 중산동,3억6천800,2024.03.19,5억5천800,전세낀매수,1억7천800,51,1억9천,2023.11.17
인천광역시,중구,인천영종동보노빌리티 ( 2012년),https://new.land.naver.com/complexes/100997,84.612㎡,33E평,7층,중구 중산동,3억6천,2024.03.08,5억2천,전세낀매수,2억1천,41,1억5천,2023.10.14
인천광역시,중구,영종센트럴푸르지오자이 ( 2019년),https://new.land.naver.com/complexes/115691,64.7792㎡,,12층,중구 운남동,3억5천600,2024.03.07,4억9천500,전세낀매수,2억6천150,26,9천450,2021.05.27
인천광역시,중구,영종자이 ( 2009년),https://new.land.naver.com/complexes/116569,101.1636㎡,39B평,3층,중구 운남동,3억5천500,2024.02.02,5억4천,전세낀매수,500,98,3억5천,2021.05.17
인천광역시,중구,하늘도시우미린2단지 ( 2012년),https://new.land.naver.com/complexes/100914,84.9172㎡,33B평,29층,중구 중산동,3억5천500,2024.01.10,4억9천,전세낀매수,1억9천750,44,1억5천750,2022.04.19
인천광역시,중구,영종국제도시화성파크드림2차 ( 2022년),https://new.land.naver.com/complexes/131491,75.2689㎡,29평,3층,중구 운남동,3억4천500,2024.02.05,4억2천,전세낀매수,1억4천500,57,2억,2022.12.31
인천광역시,중구,하늘도시우미린2단지 ( 2012년),https://new.land.naver.com/complexes/100914,84.7989㎡,34D1평,3층,중구 중산동,3억4천,2024.02.24,5억6천900,전세낀매수,1억5천,55,1억9천,2023.11.10
인천광역시,중구,신흥아이파크 ( 2002년),https://new.land.naver.com/complexes/9155,114.94㎡,45평,12층,중구 신흥동3가,3억4천,2024.02.23,4억4천500,전세낀매수,9천,73,2억5천,2017.02.24
인천광역시,중구,인천영종동보노빌리티 ( 2012년),https://new.land.naver.com/complexes/100997,84.873㎡,33D평,9층,중구 중산동,3억3천800,2024.02.02,4억7천,전세낀매수,1억2천800,62,2억1천,2022.05.30
인천광역시,중구,영종자이 ( 2009년),https://new.land.naver.com/complexes/116569,84.698㎡,34평,8층,중구 운남동,3억3천300,2024.02.22,4억1천800,전세낀매수,1억2천800,61,2억500,2024.01.08
인천광역시,중구,영종센트럴푸르지오자이 ( 2019년),https://new.land.naver.com/complexes/115691,64.643㎡,25A평,2층,중구 운남동,3억2천900,2024.02.03,5억1천500,전세낀매수,9천900,69,2억3천,2023.12.06
인천광역시,중구,영종2차금호베스트빌 ( 2003년),https://new.land.naver.com/complexes/8638,84.9701㎡,31평,3층,중구 운서동,3억2천800,2024.03.14,4억9천500,전세낀매수,1억2천800,60,2억,2023.05.22
인천광역시,중구,영종국제도시화성파크드림2차 ( 2022년),https://new.land.naver.com/complexes/131491,64.3367㎡,25평,9층,중구 운남동,3억2천,2024.02.26,3억4천900,전세낀매수,8천,75,2억4천,2023.09.09
인천광역시,중구,e편한세상영종하늘도시 ( 2018년),https://new.land.naver.com/complexes/116009,59.7525㎡,25B평,2층,중구 운남동,3억900,2024.02.21,4억1천500,전세낀매수,3천900,87,2억7천,2021.11.26
인천광역시,중구,대림 ( 2002년),https://new.land.naver.com/complexes/3732,84.953㎡,32평,13층,중구 신흥동1가,3억300,2024.03.01,3억5천500,전세낀매수,1억3천300,56,1억7천,2017.10.30
