시/도,구,단지명,URL,전용면적,평수,층,시군구,실거래가,매매_계약일자,매매최고가,갭투자구분,갭투자금액,전세가율,전세가,전세_계약일자
서울특별시,강남구,래미안대치팰리스 ( 2015년),https://new.land.naver.com/complexes/107916,94.49㎡,,6층,강남구 대치동,36억1천500,2024.03.05,40억5천,전세낀매수,18억1천500,49,18억,2023.12.26
서울특별시,강남구,한보미도맨션1 ( 1983년),https://new.land.naver.com/complexes/105,128.01㎡,46평,14층,강남구 대치동,34억,2024.02.08,41억4천,전세낀매수,19억3천,43,14억7천,2023.12.01
서울특별시,강남구,래미안블레스티지 ( 2019년),https://new.land.naver.com/complexes/112228,99.991㎡,40B평,3층,강남구 개포동,32억,2024.03.12,37억3천,전세낀매수,18억,43,14억,2023.07.12
서울특별시,강남구,테헤란아이파크 ( 2014년),https://new.land.naver.com/complexes/104032,118.0315㎡,44평,11층,강남구 역삼동,32억,2024.01.10,33억8천,매수후전세,15억,53,17억,2024.01.15
서울특별시,강남구,도곡렉슬 ( 2006년),https://new.land.naver.com/complexes/11698,119.8906㎡,43C평,3층,강남구 도곡동,30억5천,2024.03.04,33억7천,전세낀매수,9억5천,68,21억,2022.06.09
서울특별시,강남구,"쌍용대치아파트1동,2동,3동,5동,6동 ( 1983년)",,128.03㎡,,14층,강남구 대치동,30억,2024.02.28,32억,전세낀매수,19억,36,11억,2023.11.02
서울특별시,강남구,롯데캐슬프레미어 ( 2007년),https://new.land.naver.com/complexes/18967,121.931㎡,43평,13층,강남구 삼성동,30억,2024.01.23,33억,전세낀매수,16억,46,14억,2023.08.03
서울특별시,강남구,래미안도곡카운티 ( 2016년),https://new.land.naver.com/complexes/100559,106.39㎡,40A평,2층,강남구 도곡동,29억,2024.03.13,34억4천,전세낀매수,6억,79,23억,2021.10.27
서울특별시,강남구,개포우성2 ( 1984년),https://new.land.naver.com/complexes/770,84.69㎡,,3층,강남구 대치동,28억7천,2024.01.26,29억9천200,전세낀매수,17억7천,38,11억,2022.12.03
서울특별시,강남구,대치아이파크 ( 2008년),https://new.land.naver.com/complexes/19418,84.95㎡,,12층,강남구 대치동,28억4천500,2024.02.29,28억6천,전세낀매수,14억4천500,49,14억,2023.01.31
서울특별시,강남구,청담자이 ( 2011년),https://new.land.naver.com/complexes/1081,82.365㎡,33B평,5층,강남구 청담동,28억4천,2024.02.13,30억7천,전세낀매수,12억4천,56,16억,2023.10.18
서울특별시,강남구,도곡렉슬 ( 2006년),https://new.land.naver.com/complexes/11698,84.9984㎡,,20층,강남구 도곡동,28억2천,2024.01.19,32억,전세낀매수,19억7천,30,8억5천,2023.12.10
서울특별시,강남구,디에이치아너힐즈 ( 2019년),https://new.land.naver.com/complexes/113151,84.357㎡,,7층,강남구 개포동,28억,2024.03.05,28억7천300,전세낀매수,11억2천,60,16억8천,2022.08.13
서울특별시,강남구,래미안대치하이스턴 ( 1989년),https://new.land.naver.com/complexes/972,110.39㎡,,13층,강남구 대치동,28억,2024.02.14,30억,매수후전세,12억5천,55,15억5천,2024.02.21
서울특별시,강남구,한보미도맨션2 ( 1985년),https://new.land.naver.com/complexes/105,84.96㎡,34평,6층,강남구 대치동,27억7천,2024.02.17,27억4천,전세낀매수,19억8천250,28,7억8천750,2023.08.31
서울특별시,강남구,한보미도맨션1 ( 1983년),https://new.land.naver.com/complexes/105,84.48㎡,34평,10층,강남구 대치동,27억3천,2024.01.26,29억,전세낀매수,18억8천,31,8억5천,2023.12.16
서울특별시,강남구,역삼자이 ( 2016년),https://new.land.naver.com/complexes/109227,114.019㎡,45B평,3층,강남구 역삼동,26억9천,2024.02.14,33억8천,전세낀매수,12억2천500,54,14억6천500,2022.09.26
서울특별시,강남구,e-편한세상 ( 2005년),https://new.land.naver.com/complexes/14671,84.991㎡,32B평,11층,강남구 역삼동,26억3천,2024.02.20,26억4천900,전세낀매수,15억3천,41,11억,2023.06.26
서울특별시,강남구,개나리푸르지오 ( 2006년),https://new.land.naver.com/complexes/17528,84.6815㎡,33A평,9층,강남구 역삼동,26억3천,2024.01.30,23억,전세낀매수,13억8천,47,12억5천,2023.06.12
서울특별시,강남구,삼성청담아파트 ( 1999년),https://new.land.naver.com/complexes/3064,129.16㎡,49평,12층,강남구 청담동,26억2천,2024.01.26,17억9천,전세낀매수,11억5천,56,14억7천,2023.08.09
서울특별시,강남구,개포래미안포레스트 ( 2020년),https://new.land.naver.com/complexes/119219,84.83㎡,34B평,16층,강남구 개포동,26억,2024.02.06,29억7천,전세낀매수,12억3천500,52,13억6천500,2022.09.27
서울특별시,강남구,테헤란아이파크 ( 2014년),https://new.land.naver.com/complexes/104032,92.6232㎡,35평,13층,강남구 역삼동,24억3천,2024.01.15,31억9천,전세낀매수,10억5천,56,13억8천,2022.10.10
서울특별시,강남구,테헤란아이파크 ( 2014년),https://new.land.naver.com/complexes/104032,70.8333㎡,,17층,강남구 역삼동,24억2천,2024.02.18,24억9천,전세낀매수,13억3천850,44,10억8천150,2022.05.06
서울특별시,강남구,역삼푸르지오 ( 2006년),https://new.land.naver.com/complexes/14142,84.9097㎡,31평,10층,강남구 역삼동,24억,2024.02.28,27억3천,전세낀매수,12억5천,47,11억5천,2024.02.24
서울특별시,강남구,"대치우성아파트1동,2동,3동,5동,6동,7동 ( 1984년)",,84.69㎡,,6층,강남구 대치동,24억,2024.01.29,25억9천,전세낀매수,17억5천,27,6억5천,2023.04.29
서울특별시,강남구,"쌍용대치아파트1동,2동,3동,5동,6동 ( 1983년)",,83.56㎡,,12층,강남구 대치동,24억,2024.01.12,27억9천,전세낀매수,16억3천,32,7억7천,2023.11.15
서울특별시,강남구,테헤란아이파크 ( 2014년),https://new.land.naver.com/complexes/104032,84.641㎡,32평,10층,강남구 역삼동,23억9천,2024.03.12,28억,전세낀매수,11억9천,50,12억,2023.07.31
서울특별시,강남구,e-편한세상 ( 2005년),https://new.land.naver.com/complexes/14671,84.675㎡,32A평,10층,강남구 역삼동,23억9천,2024.02.07,24억9천,전세낀매수,12억5천,47,11억4천,2022.02.23
서울특별시,강남구,래미안그레이튼 ( 2009년),https://new.land.naver.com/complexes/394,84.97㎡,34평,4층,강남구 역삼동,23억4천,2024.01.25,25억4천500,매수후전세,11억7천,50,11억7천,2024.03.14
서울특별시,강남구,역삼자이 ( 2016년),https://new.land.naver.com/complexes/109227,84.993㎡,,9층,강남구 역삼동,23억3천,2024.01.13,28억,전세낀매수,9억9천,57,13억4천,2023.12.02
서울특별시,강남구,래미안도곡카운티 ( 2016년),https://new.land.naver.com/complexes/100559,71.85㎡,29평,7층,강남구 도곡동,23억,2024.03.22,23억5천,전세낀매수,7억,69,16억,2021.12.23
서울특별시,강남구,역삼래미안 ( 2005년),https://new.land.naver.com/complexes/13814,80.87㎡,33평,4층,강남구 역삼동,23억,2024.02.04,27억9천500,전세낀매수,12억,47,11억,2023.10.06
서울특별시,강남구,우성사원5 ( 1986년),,78.99㎡,29평,7층,강남구 도곡동,22억9천,2024.01.06,24억5천,전세낀매수,17억,25,5억9천,2023.05.30
서울특별시,강남구,개포주공6단지 ( 1983년),https://new.land.naver.com/complexes/1303,73.02㎡,28평,4층,강남구 개포동,22억7천,2024.03.01,27억,전세낀매수,17억9천,21,4억8천,2023.11.11
서울특별시,강남구,개포주공7단지 ( 1983년),https://new.land.naver.com/complexes/1307,73.26㎡,30평,15층,강남구 개포동,22억7천,2024.02.22,26억5천,전세낀매수,17억7천,22,5억,2024.01.22
서울특별시,강남구,한신(개포) ( 1985년),https://new.land.naver.com/complexes/408,59.48㎡,25평,7층,강남구 도곡동,22억5천,2024.01.11,23억2천500,전세낀매수,17억5천,22,5억,2024.01.06
서울특별시,강남구,한양1차(영동한양) ( 1977년),https://new.land.naver.com/complexes/494,49.98㎡,19A평,2층,강남구 압구정동,22억3천,2024.02.24,25억,전세낀매수,18억3천,17,4억,2023.07.27
서울특별시,강남구,개포더샵트리에 ( 2021년),https://new.land.naver.com/complexes/881,108.0923㎡,41A평,14층,강남구 개포동,22억3천,2024.01.03,22억,전세낀매수,9억3천,58,13억,2022.01.28
서울특별시,강남구,은마 ( 1979년),https://new.land.naver.com/complexes/236,76.79㎡,30평,1층,강남구 대치동,22억,2024.03.11,26억3천500,전세낀매수,14억6천,33,7억4천,2024.03.07
서울특별시,강남구,디에이치아너힐즈 ( 2019년),https://new.land.naver.com/complexes/113151,59.7479㎡,25A평,21층,강남구 개포동,22억,2024.02.24,23억5천,전세낀매수,12억5천500,42,9억4천500,2023.08.13
서울특별시,강남구,개포래미안포레스트 ( 2020년),https://new.land.naver.com/complexes/119219,74.66㎡,30평,10층,강남구 개포동,22억,2024.01.17,25억3천,전세낀매수,11억5천,47,10억5천,2022.11.21
서울특별시,강남구,디에이치아너힐즈 ( 2019년),https://new.land.naver.com/complexes/113151,59.8072㎡,25B1평,20층,강남구 개포동,21억7천,2024.01.09,21억5천,전세낀매수,12억7천,41,9억,2023.01.28
서울특별시,강남구,진흥아파트 ( 1984년),https://new.land.naver.com/complexes/733,109.31㎡,,1층,강남구 청담동,21억7천,2024.01.05,25억6천,전세낀매수,16억4천500,24,5억2천500,2022.06.19
서울특별시,강남구,개포자이프레지던스 ( 2023년),https://new.land.naver.com/complexes/128527,59.98㎡,,26층,강남구 개포동,21억6천,2024.01.12,21억9천300,전세낀매수,12억1천,43,9억5천,2023.04.09
서울특별시,강남구,삼성청담아파트 ( 1999년),https://new.land.naver.com/complexes/3064,114.83㎡,43평,2층,강남구 청담동,21억5천,2024.02.18,22억2천,전세낀매수,11억5천,46,10억,2020.05.25
서울특별시,강남구,개포주공5단지 ( 1983년),https://new.land.naver.com/complexes/1298,53.98㎡,22평,8층,강남구 개포동,21억5천,2024.01.13,20억,전세낀매수,19억5천,9,2억,2024.01.10
서울특별시,강남구,래미안그레이튼 ( 2009년),https://new.land.naver.com/complexes/394,70.98㎡,29평,12층,강남구 역삼동,21억5천,2024.01.06,22억1천,전세낀매수,10억,53,11억5천,2021.04.24
서울특별시,강남구,디에이치아너힐즈 ( 2019년),https://new.land.naver.com/complexes/113151,59.8732㎡,25B평,17층,강남구 개포동,21억3천500,2024.02.13,23억3천,전세낀매수,11억3천500,46,10억,2023.11.23
서울특별시,강남구,우성7 ( 1987년),https://new.land.naver.com/complexes/978,84.06㎡,27평,2층,강남구 일원동,21억,2024.02.05,23억4천500,전세낀매수,14억5천950,30,6억4천50,2023.12.15
서울특별시,강남구,삼성청담공원아파트 ( 1999년),https://new.land.naver.com/complexes/980,107.22㎡,39평,14층,강남구 청담동,21억,2024.01.26,23억5천,전세낀매수,11억8천650,43,9억1천350,2022.01.12
서울특별시,강남구,래미안블레스티지 ( 2019년),https://new.land.naver.com/complexes/112228,59.967㎡,24A평,9층,강남구 개포동,20억7천,2024.03.11,23억,전세낀매수,12억7천,38,8억,2024.02.29
서울특별시,강남구,대치르엘 ( 2021년),https://new.land.naver.com/complexes/127973,59.9972㎡,24평,5층,강남구 대치동,20억5천,2024.01.12,19억2천600,전세낀매수,9억5천,53,11억,2023.10.09
서울특별시,강남구,신동아(22) ( 1997년),https://new.land.naver.com/complexes/671,114.34㎡,42평,10층,강남구 논현동,20억2천,2024.02.24,22억9천,전세낀매수,12억2천,39,8억,2023.07.06
서울특별시,강남구,청담자이 ( 2011년),https://new.land.naver.com/complexes/1081,49.593㎡,21B평,18층,강남구 청담동,20억,2024.01.31,19억5천,전세낀매수,10억5천,47,9억5천,2023.05.09
서울특별시,강남구,가람 ( 1993년),https://new.land.naver.com/complexes/860,75.16㎡,27평,1층,강남구 일원동,20억,2024.01.23,20억,매수후전세,13억,35,7억,2024.02.20
서울특별시,강남구,e-편한세상 ( 2005년),https://new.land.naver.com/complexes/14671,59.947㎡,24B평,13층,강남구 역삼동,19억7천,2024.01.27,20억3천500,전세낀매수,11억3천,42,8억4천,2023.06.24
서울특별시,강남구,개포주공7단지 ( 1983년),https://new.land.naver.com/complexes/1307,60.76㎡,25평,11층,강남구 개포동,19억2천,2024.02.24,20억,전세낀매수,14억9천,22,4억3천,2024.01.11
서울특별시,강남구,동부센트레빌 ( 1998년),https://new.land.naver.com/complexes/8936,84.97㎡,33평,2층,강남구 역삼동,19억1천,2024.03.09,22억,전세낀매수,8억4천,56,10억7천,2022.09.01
서울특별시,강남구,강남데시앙포레 ( 2014년),https://new.land.naver.com/complexes/107799,114.45㎡,,4층,강남구 수서동,19억500,2024.03.15,19억4천,전세낀매수,8억5천500,55,10억5천,2020.08.20
서울특별시,강남구,역삼래미안 ( 2005년),https://new.land.naver.com/complexes/13814,59.53㎡,24C평,15층,강남구 역삼동,19억,2024.02.22,20억4천,전세낀매수,11억5천,39,7억5천,2023.07.15
서울특별시,강남구,미켈란107 ( 2003년),https://new.land.naver.com/complexes/10119,83㎡,,20층,강남구 삼성동,19억,2024.02.07,20억5천,전세낀매수,11억,42,8억,2023.10.07
서울특별시,강남구,대치삼성 ( 2000년),https://new.land.naver.com/complexes/135,59.88㎡,25평,12층,강남구 대치동,18억9천,2024.02.15,18억7천,전세낀매수,11억6천,38,7억3천,2023.11.07
서울특별시,강남구,개포한신 ( 1984년),https://new.land.naver.com/complexes/304,107.6㎡,34A평,1층,강남구 일원동,18억9천,2024.02.01,23억8천,전세낀매수,15억4천,18,3억5천,2023.03.20
서울특별시,강남구,래미안그레이튼(진달래2차) ( 2010년),https://new.land.naver.com/complexes/394,59.78㎡,26A평,19층,강남구 역삼동,18억8천,2024.01.09,21억5천,전세낀매수,14억4천,23,4억4천,2012.05.21
서울특별시,강남구,역삼래미안 ( 2005년),https://new.land.naver.com/complexes/13814,59.4㎡,24A평,22층,강남구 역삼동,18억7천500,2024.01.27,21억,매수후전세,10억6천500,43,8억1천,2024.01.27
서울특별시,강남구,래미안 개포 루체하임 ( 2018년),https://new.land.naver.com/complexes/113125,59.99㎡,26A평,3층,강남구 일원동,18억7천,2024.02.03,23억,매수후전세,8억7천,53,10억,2024.03.13
서울특별시,강남구,개포래미안포레스트 ( 2020년),https://new.land.naver.com/complexes/119219,59.96㎡,26B평,29층,강남구 개포동,18억7천,2024.01.09,20억3천,전세낀매수,7억7천,58,11억,2021.06.16
서울특별시,강남구,개포주공6단지 ( 1983년),https://new.land.naver.com/complexes/1303,60.13㎡,23평,14층,강남구 개포동,18억5천,2024.02.07,20억,전세낀매수,14억5천,21,4억,2023.07.01
서울특별시,강남구,개포주공6단지 ( 1983년),https://new.land.naver.com/complexes/1303,53.06㎡,20평,9층,강남구 개포동,18억4천,2024.02.24,20억,전세낀매수,14억,23,4억4천,2023.12.01
서울특별시,강남구,도곡렉슬 ( 2006년),https://new.land.naver.com/complexes/11698,59.9772㎡,,16층,강남구 도곡동,18억4천,2024.01.13,21억9천,전세낀매수,9억4천,48,9억,2022.11.08
서울특별시,강남구,럭키(963) ( 1995년),https://new.land.naver.com/complexes/329,84.97㎡,33평,8층,강남구 도곡동,18억3천500,2024.02.08,23억5천500,매수후전세,11억2천500,38,7억1천,2024.02.22
서울특별시,강남구,e-편한세상 ( 2005년),https://new.land.naver.com/complexes/14671,59.606㎡,24A평,2층,강남구 역삼동,18억1천,2024.02.14,21억2천500,전세낀매수,10억1천500,43,7억9천500,2023.09.02
서울특별시,강남구,삼성 ( 1994년),https://new.land.naver.com/complexes/135,73.41㎡,27평,12층,강남구 도곡동,18억1천,2024.01.23,17억8천,전세낀매수,9억1천,49,9억,2022.11.28
서울특별시,강남구,상록수 ( 1993년),https://new.land.naver.com/complexes/868,74.54㎡,27평,1층,강남구 일원동,18억,2024.01.08,22억4천,매수후전세,11억2천,37,6억8천,2024.03.16
서울특별시,강남구,개포주공7단지 ( 1983년),https://new.land.naver.com/complexes/1307,53.46㎡,22평,8층,강남구 개포동,17억7천,2024.03.13,22억5천,전세낀매수,13억8천,22,3억9천,2023.10.26
서울특별시,강남구,한라비발디 ( 2016년),https://new.land.naver.com/complexes/109559,84.8861㎡,,9층,강남구 도곡동,17억7천,2024.01.04,18억6천,매수후전세,7억2천,59,10억5천,2024.03.14
서울특별시,강남구,청담자이 ( 2011년),https://new.land.naver.com/complexes/1081,49.639㎡,21A평,5층,강남구 청담동,17억5천,2024.01.17,22억5천,매수후전세,9억,48,8억5천,2024.01.27
서울특별시,강남구,청담동삼성1차(101동) ( 1997년),https://new.land.naver.com/complexes/3064,84.57㎡,32평,14층,강남구 청담동,17억2천,2024.02.09,19억2천,전세낀매수,10억2천700,40,6억9천300,2023.05.11
서울특별시,강남구,삼성 ( 1997년),https://new.land.naver.com/complexes/135,84.97㎡,31평,2층,강남구 수서동,17억1천,2024.02.05,21억,매수후전세,9억,47,8억1천,2024.02.05
서울특별시,강남구,래미안강남힐즈 ( 2014년),https://new.land.naver.com/complexes/104967,91.96㎡,35A평,14층,강남구 자곡동,16억8천500,2024.02.15,20억1천,전세낀매수,8억8천500,47,8억,2023.11.05
서울특별시,강남구,수서한아름 ( 1993년),https://new.land.naver.com/complexes/696,97.63㎡,36평,2층,강남구 수서동,16억6천,2024.02.08,19억1천,전세낀매수,9억4천,43,7억2천,2024.01.26
서울특별시,강남구,현대아파트 ( 1988년),https://new.land.naver.com/complexes/1321,84.92㎡,29C평,3층,강남구 청담동,16억5천,2024.01.19,15억,전세낀매수,9억,45,7억5천,2022.02.26
서울특별시,강남구,동부센트레빌 ( 2003년),https://new.land.naver.com/complexes/8936,84.9875㎡,32평,14층,강남구 논현동,16억5천,2024.01.13,19억8천,전세낀매수,12억3천,25,4억2천,2011.05.16
서울특별시,강남구,삼성동한솔아파트 ( 1998년),https://new.land.naver.com/complexes/570,85㎡,34평,2층,강남구 삼성동,16억3천,2024.02.15,19억,전세낀매수,8억3천,49,8억,2024.01.26
서울특별시,강남구,삼익대청아파트 ( 1992년),https://new.land.naver.com/complexes/419,60㎡,24평,4층,강남구 개포동,16억,2024.03.01,17억5천,전세낀매수,9억3천,41,6억7천,2023.02.28
서울특별시,강남구,강남데시앙포레 ( 2014년),https://new.land.naver.com/complexes/107799,84.92㎡,,1층,강남구 수서동,16억,2024.02.26,20억,전세낀매수,7억6천,52,8억4천,2023.11.13
서울특별시,강남구,세영팔레스타운 ( 2002년),,84.85㎡,31평,4층,강남구 대치동,15억7천500,2024.02.01,13억9천500,전세낀매수,6억7천500,57,9억,2022.04.02
서울특별시,강남구,강남데시앙포레 ( 2014년),https://new.land.naver.com/complexes/107799,84.81㎡,34A평,8층,강남구 수서동,15억6천,2024.01.28,19억6천,전세낀매수,5억6천,64,10억,2022.07.23
서울특별시,강남구,개포한신 ( 1984년),https://new.land.naver.com/complexes/304,82.3㎡,26평,3층,강남구 일원동,15억5천,2024.01.05,21억,매수후전세,12억6천,18,2억9천,2024.03.18
서울특별시,강남구,청담우방아파트 ( 1999년),https://new.land.naver.com/complexes/1061,59.97㎡,25평,5층,강남구 청담동,15억1천,2024.02.15,16억4천,전세낀매수,7억1천,52,8억,2020.10.27
서울특별시,강남구,삼성동대성유니드 ( 2004년),https://new.land.naver.com/complexes/13441,78.69㎡,29평,6층,강남구 삼성동,15억,2024.01.03,,전세낀매수,9억2천,38,5억8천,2019.12.02
서울특별시,강남구,논현한가람빌라트 ( 2002년),https://new.land.naver.com/complexes/9618,90.94㎡,33평,8층,강남구 논현동,14억8천500,2024.01.23,5억,전세낀매수,7억3천500,50,7억5천,2023.12.20
서울특별시,강남구,강남한양수자인(4단지) ( 2014년),https://new.land.naver.com/complexes/107458,84.99㎡,,7층,강남구 자곡동,14억8천,2024.01.09,18억,매수후전세,7억,52,7억8천,2024.03.09
서울특별시,강남구,강남자곡아이파크 ( 2014년),https://new.land.naver.com/complexes/113680,74.97㎡,,1층,강남구 자곡동,14억7천,2024.02.29,17억,매수후전세,8억4천,42,6억3천,2024.03.02
서울특별시,강남구,삼성 ( 1997년),https://new.land.naver.com/complexes/135,59.86㎡,23평,13층,강남구 수서동,14억5천500,2024.03.01,17억2천,전세낀매수,8억4천500,41,6억1천,2023.09.16
서울특별시,강남구,푸른마을아파트101동~111동 ( 1994년),,59.76㎡,24평,11층,강남구 일원동,14억2천,2024.02.26,17억,전세낀매수,7억4천,47,6억8천,2024.01.20
서울특별시,강남구,삼성동한솔아파트 ( 1998년),https://new.land.naver.com/complexes/570,58.57㎡,,5층,강남구 삼성동,14억,2024.01.22,15억3천,전세낀매수,7억,50,7억,2024.01.03
서울특별시,강남구,강남엘에이치1단지 ( 2013년),,84.83㎡,35B평,7층,강남구 세곡동,13억9천,2024.02.27,17억3천,전세낀매수,6억9천,50,7억,2023.09.02
서울특별시,강남구,신사아이빌(522) ( 2006년),https://new.land.naver.com/complexes/13786,84.93㎡,28평,4층,강남구 신사동,13억8천,2024.02.24,8억1천700,전세낀매수,8억8천,36,5억,2019.03.19
서울특별시,강남구,강남엘에이치1단지 ( 2013년),,74.74㎡,30A평,6층,강남구 세곡동,13억5천,2024.02.29,16억5천,전세낀매수,7억3천,45,6억2천,2023.06.13
서울특별시,강동구,래미안힐스테이트고덕 ( 2016년),https://new.land.naver.com/complexes/108187,97.26㎡,,9층,강동구 고덕동,17억1천500,2024.01.23,18억9천,전세낀매수,7억8천500,54,9억3천,2023.10.28
서울특별시,강동구,고덕그라시움 ( 2019년),https://new.land.naver.com/complexes/113907,84.046㎡,34C평,25층,강동구 고덕동,17억,2024.03.04,20억,전세낀매수,8억5천,50,8억5천,2023.08.28
서울특별시,강동구,래미안힐스테이트고덕 ( 2016년),https://new.land.naver.com/complexes/108187,109.81㎡,44평,16층,강동구 고덕동,17억,2024.01.27,19억2천500,전세낀매수,8억,52,9억,2023.08.14
서울특별시,강동구,롯데캐슬퍼스트 ( 2008년),https://new.land.naver.com/complexes/22570,111.22㎡,44A평,11층,강동구 암사동,16억,2024.03.13,18억,매수후전세,7억5천,53,8억5천,2024.03.15
서울특별시,강동구,고덕그라시움 ( 2019년),https://new.land.naver.com/complexes/113907,84.244㎡,,19층,강동구 고덕동,16억,2024.02.29,19억,전세낀매수,8억,50,8억,2024.02.13
서울특별시,강동구,고덕그라시움 ( 2019년),https://new.land.naver.com/complexes/113907,84.24㎡,,9층,강동구 고덕동,16억,2024.02.26,18억9천,전세낀매수,8억,50,8억,2023.07.15
서울특별시,강동구,강변그대가갤럭시 ( 2009년),https://new.land.naver.com/complexes/26140,84.99㎡,34평,15층,강동구 천호동,15억,2024.02.26,14억,전세낀매수,9억,40,6억,2017.09.12
서울특별시,강동구,고덕아르테온 ( 2020년),https://new.land.naver.com/complexes/119341,84.94㎡,34C평,24층,강동구 상일동,15억,2024.02.20,17억3천500,전세낀매수,6억7천,55,8억3천,2023.12.30
서울특별시,강동구,고덕아르테온 ( 2020년),https://new.land.naver.com/complexes/119341,84.95㎡,34D평,17층,강동구 상일동,14억9천,2024.02.24,17억8천,전세낀매수,9억725,39,5억8천275,2022.03.13
서울특별시,강동구,고덕아르테온 ( 2020년),https://new.land.naver.com/complexes/119341,84.93㎡,34B평,18층,강동구 상일동,14억8천,2024.03.14,19억8천,전세낀매수,9억3천,37,5억5천,2022.05.18
서울특별시,강동구,래미안힐스테이트고덕 ( 2016년),https://new.land.naver.com/complexes/108187,84.74㎡,34C평,12층,강동구 고덕동,14억7천300,2024.02.21,17억1천500,매수후전세,7억7천300,47,7억,2024.02.21
서울특별시,강동구,롯데캐슬퍼스트 ( 2008년),https://new.land.naver.com/complexes/22570,102.34㎡,40I평,13층,강동구 암사동,14억6천,2024.02.27,17억,전세낀매수,8억6천,41,6억,2023.01.17
서울특별시,강동구,래미안힐스테이트고덕 ( 2016년),https://new.land.naver.com/complexes/108187,84.94㎡,34B평,35층,강동구 고덕동,14억5천,2024.02.21,17억2천,전세낀매수,9억2천,36,5억3천,2016.10.25
서울특별시,강동구,래미안힐스테이트고덕 ( 2016년),https://new.land.naver.com/complexes/108187,84.83㎡,34A평,6층,강동구 고덕동,14억4천300,2024.02.24,17억2천,전세낀매수,7억9천300,45,6억5천,2021.06.29
서울특별시,강동구,고덕아르테온 ( 2020년),https://new.land.naver.com/complexes/119341,84.97㎡,34A평,5층,강동구 상일동,14억3천,2024.03.16,18억6천500,전세낀매수,7억500,50,7억2천500,2024.01.08
서울특별시,강동구,고덕 아이파크 ( 2011년),https://new.land.naver.com/complexes/25874,84.98㎡,,9층,강동구 고덕동,14억2천500,2024.02.16,16억2천,전세낀매수,7억4천500,47,6억8천,2022.12.11
서울특별시,강동구,래미안힐스테이트고덕 ( 2016년),https://new.land.naver.com/complexes/108187,84.88㎡,34D평,19층,강동구 고덕동,14억1천500,2024.03.09,16억5천,전세낀매수,7억6천500,45,6억5천,2023.08.11
서울특별시,강동구,고덕그라시움 ( 2019년),https://new.land.naver.com/complexes/113907,73.873㎡,30A평,19층,강동구 고덕동,14억,2024.03.01,16억2천500,전세낀매수,6억,57,8억,2021.06.12
서울특별시,강동구,래미안솔베뉴 ( 2019년),https://new.land.naver.com/complexes/113432,78.07㎡,,15층,강동구 명일동,13억9천500,2024.02.13,14억9천900,전세낀매수,6억9천500,50,7억,2023.08.19
서울특별시,강동구,삼익그린2차 ( 1983년),https://new.land.naver.com/complexes/1308,84.755㎡,30평,11층,강동구 명일동,13억8천,2024.01.27,16억5천500,전세낀매수,9억7천200,29,4억800,2023.10.15
서울특별시,강동구,래미안힐스테이트고덕 ( 2016년),https://new.land.naver.com/complexes/108187,84.9㎡,,14층,강동구 고덕동,13억6천,2024.01.09,17억1천500,매수후전세,5억8천500,56,7억7천500,2024.02.02
서울특별시,강동구,롯데캐슬퍼스트 ( 2008년),https://new.land.naver.com/complexes/22570,84.81㎡,,4층,강동구 암사동,13억4천500,2024.02.28,16억4천500,전세낀매수,8억3천100,38,5억1천400,2021.09.11
서울특별시,강동구,강변그대가리버뷰 ( 2007년),https://new.land.naver.com/complexes/22537,84.99㎡,,13층,강동구 천호동,13억3천,2024.02.23,14억8천500,매수후전세,7억6천500,42,5억6천500,2024.02.24
서울특별시,강동구,고덕그라시움 ( 2019년),https://new.land.naver.com/complexes/113907,73.566㎡,30B평,13층,강동구 고덕동,13억400,2024.01.20,16억6천,매수후전세,6억2천400,52,6억8천,2024.03.01
서울특별시,강동구,선사현대아파트 ( 2000년),https://new.land.naver.com/complexes/3118,114.42㎡,42평,10층,강동구 암사동,12억9천500,2024.03.14,13억8천500,전세낀매수,6억5천500,49,6억4천,2023.05.06
서울특별시,강동구,고덕숲아이파크 ( 2018년),https://new.land.naver.com/complexes/110765,84.85㎡,34B평,25층,강동구 상일동,12억9천500,2024.02.11,16억2천,전세낀매수,7억6천500,40,5억3천,2023.02.25
서울특별시,강동구,래미안강동팰리스 ( 2017년),https://new.land.naver.com/complexes/107537,84.97㎡,36평,8층,강동구 천호동,12억9천,2024.02.03,17억6천,매수후전세,5억4천,58,7억5천,2024.02.23
서울특별시,강동구,성내동삼성아파트 ( 1999년),https://new.land.naver.com/complexes/993,114.93㎡,43평,3층,강동구 성내동,12억7천,2024.02.19,13억6천500,전세낀매수,7억8천,38,4억9천,2016.06.21
서울특별시,강동구,고덕그라시움 ( 2019년),https://new.land.naver.com/complexes/113907,59.028㎡,24C평,8층,강동구 고덕동,12억7천,2024.01.12,14억9천900,전세낀매수,5억5천,56,7억2천,2022.06.17
서울특별시,강동구,래미안힐스테이트고덕 ( 2016년),https://new.land.naver.com/complexes/108187,59.35㎡,24P평,10층,강동구 고덕동,12억6천300,2024.02.07,14억3천,전세낀매수,6억1천300,51,6억5천,2023.10.28
서울특별시,강동구,롯데캐슬퍼스트 ( 2008년),https://new.land.naver.com/complexes/22570,84.98㎡,,2층,강동구 암사동,12억6천,2024.02.22,16억,전세낀매수,6억5천900,47,6억100,2023.02.17
