시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하개수,전세매물최고,전세가율,전세매물최저,전세매물개수
광주광역시,동구,계림아이파크에스케이뷰(국평),https://new.land.naver.com/complexes/118761,2022.07.,"1,715세대(기타임대 150세대 포함, 총15동)",8억,6억320,6억7천500,7억,-12,48건,0건,4억3천,51,4억2천,2건
광주광역시,동구,무등산아이파크(국평),https://new.land.naver.com/complexes/108734,2017.01.26.,"1,410세대(11동)",8억5천,5억3천500,5억9천,5억9천,-30,55건,36건,4억3천,48,3억5천,9건
광주광역시,동구,무등산아이파크(소형),https://new.land.naver.com/complexes/108734,2017.01.26.,"1,410세대(11동)",5억8천,4억7천,0,5억,-13,10건,0건,3억6천,62,3억4천,2건
광주광역시,동구,그랜드센트럴(국평),https://new.land.naver.com/complexes/119517,2020.09.08.,"2,336세대(민간임대 109세대 포함, 총19동)",6억8천,4억5천,4억5천,4억8천,-29,81건,50건,3억6천,55,3억4천,5건
광주광역시,동구,계림아이파크에스케이뷰(소형),https://new.land.naver.com/complexes/119517,2022.07.,"1,715세대(기타임대 150세대 포함, 총15동)",4억9천,0,0,4억8천,-2,34건,0건,3억5천,60,3억3천,3건
광주광역시,동구,그랜드센트럴(소형),https://new.land.naver.com/complexes/119517,2020.09.08.,"2,336세대(민간임대 109세대 포함, 총19동)",4억5천,3억1천950,3억4천,3억6천,-20,34건,1건,2억9천,64,2억9천,1건
광주광역시,북구,제일풍경채센트럴파크1단지(국평),https://new.land.naver.com/complexes/127006,2022.02.,"1,070세대(13동)",6억7천,4억9천200,5억4천,5억9천,-11,60건,0건,4억,57,3억6천,5건
광주광역시,북구,광주첨단2지구호반베르디움2단지(국평),https://new.land.naver.com/complexes/104335,2013.12.20.,728세대(12동),6억8천,4억6천500,5억500,4억9천500,-27,31건,10건,,,,
광주광역시,북구,제일풍경채리버파크(국평),https://new.land.naver.com/complexes/104895,2014.05.30.,613세대(9동),7억2천,4억7천,5억1천800,4억9천300,-31,25건,19건,4억5천,61,4억5천,1건
광주광역시,북구,첨단2지구중흥에스-클래스(국평),https://new.land.naver.com/complexes/105291,2015.01.22.,784세대(13동),7억800,4억7천500,4억7천500,4억7천,-33,42건,28건,,,,
광주광역시,북구,한양수자인리버뷰(국평),https://new.land.naver.com/complexes/104543,2014.05.15.,"1,254세대(16동)",5억6천,4억3천,4억4천,4억3천500,-22,20건,1건,3억5천,60,3억2천,2건
광주광역시,북구,힐스테이트연제(국평),https://new.land.naver.com/complexes/119614,2020.05.28.,"1,196세대(17동)",6억3천500,4억1천,4억1천600,4억2천,-33,121건,95건,3억5천,60,3억5천,1건
광주광역시,서구,더샵염주센트럴파크(국평),https://new.land.naver.com/complexes/127429,2022.10.18.,"1,976세대(18동)",7억8천400,6억5천200,6억6천,6억6천,-15,57건,0건,5억,58,4억3천,8건
광주광역시,서구,호반써밋광주(국평),https://new.land.naver.com/complexes/113084,2020.12.24.,246세대(2동),8억9천,6억,6억,6억3천,-29,19건,10건,4억5천,56,4억2천,5건
광주광역시,서구,상무에스케이뷰(국평),https://new.land.naver.com/complexes/106123,2016.01.28.,536세대(8동),7억7천,5억6천810,6억,5억9천,-23,16건,3건,4억2천,58,4억2천,1건
광주광역시,서구,유니버시아드힐스테이트3단지(국평),https://new.land.naver.com/complexes/105777,2016.04.06.,"2,185세대(20동)",7억9천500,4억3천,4억8천500,4억9천,-38,141건,109건,4억1천,53,3억5천,7건
광주광역시,서구,상무에스케이뷰(소형),https://new.land.naver.com/complexes/106123,2016.01.28.,536세대(8동),6억500,4억2천,0,4억7천800,-20,3건,1건,,,,
광주광역시,서구,더샵염주센트럴파크(소형),https://new.land.naver.com/complexes/127429,2022.10.18.,"1,976세대(18동)",4억9천500,4억,4억7천700,4억7천,-5,17건,0건,,,,
광주광역시,서구,유니버시아드힐스테이트3단지(소형),https://new.land.naver.com/complexes/105777,2016.04.06.,"2,185세대(20동)",5억3천500,3억7천,3억7천500,3억8천500,-28,28건,9건,3억1천,57,2억9천,4건
대전광역시,대덕구,금강엑슬루타워(국평),https://new.land.naver.com/complexes/100330,2012.01.12.,"2,312세대(12동)",4억6천,2억9천,3억,3억2천,-30,51건,30건,2억6천,54,2억6천,1건
대전광역시,동구,신흥SKVIEW(국평),https://new.land.naver.com/complexes/100330,2022.04.,"1,588세대(기타임대 89세대 포함, 총12동)",6억1천500,5억3천500,5억8천,5억5천,-10,26건,0건,3억6천,55,3억3천,5건
대전광역시,동구,e편한세상 대전에코포레(국평),https://new.land.naver.com/complexes/120741,2020.11.27.,"2,267세대(18동)",5억8천750,3억8천,4억2천500,4억1천,-30,28건,19건,3억2천,65,2억6천,13건
대전광역시,동구,신흥SKVIEW(소형),https://new.land.naver.com/complexes/120741,2022.04.,"1,588세대(기타임대 89세대 포함, 총12동)",4억4천,3억1천,3억6천800,3억7천500,-14,46건,0건,2억8천,61,2억7천,3건
대전광역시,동구,삼정그린코아포레스트(1단지)(소형),https://new.land.naver.com/complexes/110265,2018.07.12.,"1,245세대(16동)",3억9천300,2억2천600,2억9천800,3억800,-21,28건,3건,2억5천,71,2억4천,3건
대전광역시,동구,e편한세상 대전에코포레(소형),https://new.land.naver.com/complexes/120741,2020.11.27.,"2,267세대(18동)",4억4천,2억7천,2억9천,2억9천,-34,54건,54건,2억5천500,73,2억2천,7건
대전광역시,서구,크로바(국평),https://new.land.naver.com/complexes/5986,1992.12.07.,"1,632세대(20동)",12억5천,9억8천500,0,11억,-12,3건,0건,,,,
대전광역시,서구,e편한세상둔산1단지(국평),https://new.land.naver.com/complexes/120178,2020.04.27.,348세대(5동),7억9천,7억1천,7억1천,7억3천,-7,10건,0건,4억8천,53,4억5천,2건
대전광역시,서구,관저예미지명가의풍경(국평),https://new.land.naver.com/complexes/111686,2017.11.30.,994세대(14동),8억,5억,5억8천500,6억,-25,32건,14건,4억1천,53,3억9천,3건
대전광역시,서구,도안18단지린풀하우스(국평),https://new.land.naver.com/complexes/103924,2014.10.24.,"1,691세대(12동)",7억,4억5천,5억9천900,5억8천,-17,61건,0건,4억,49,3억8천,3건
대전광역시,서구,e편한세상둔산1단지(소형),https://new.land.naver.com/complexes/120178,2020.04.27.,348세대(5동),6억,5억500,5억500,5억,-16,7건,0건,3억5천,64,3억4천,2건
대전광역시,유성구,스마트시티2단지(국평),https://new.land.naver.com/complexes/101298,2008.12.26.,357세대(3동),13억1천500,9억5천500,0,12억5천,-4,2건,0건,6억5천,51,6억5천,2건
대전광역시,유성구,스마트시티5단지(국평),https://new.land.naver.com/complexes/23993,2008.12.26.,351세대(3동),12억9천700,9억6천500,0,11억5천,-11,4건,0건,,,,
대전광역시,유성구,베르디움(국평),https://new.land.naver.com/complexes/103846,2014.02.10.,970세대(16동),12억7천,7억,7억9천800,7억8천,-38,58건,51건,6억5천,45,4억6천,4건
대전광역시,유성구,죽동대원칸타빌(국평),https://new.land.naver.com/complexes/108785,2017.04.28.,"1,132세대(11동)",8억9천300,5억4천,6억5천,6억5천,-27,51건,40건,4억5천,56,4억,6건
대전광역시,유성구,도안신도시7단지예미지백조의호수(국평),https://new.land.naver.com/complexes/103763,2014.06.12.,"1,102세대(15동)",8억8천400,5억1천500,6억7천200,6억4천,-27,45건,13건,4억5천,56,4억,8건
대전광역시,유성구,트리풀시티(5단지)(국평),https://new.land.naver.com/complexes/27629,2014.06.27.,"1,220세대(13동)",9억,3억6천,5억8천500,5억8천900,-34,78건,71건,4억,53,3억7천,14건
대전광역시,유성구,문지효성해링턴플레이스(국평),https://new.land.naver.com/complexes/109036,2017.04.26.,"1,142세대(12동)",9억2천,5억3천,6억4천,5억8천,-36,17건,11건,4억5천,56,4억,6건
대전광역시,유성구,대전노은4지구한화꿈에그린1블록(국평),https://new.land.naver.com/complexes/109036,2014.02.20.,887세대(8동),6억8천,4억3천,4억5천,4억5천,-33,52건,42건,3억3천,51,2억9천500,2건
대전광역시,유성구,문지효성해링턴플레이스(소형),https://new.land.naver.com/complexes/109036,2017.04.26.,"1,142세대(12동)",6억2천500,3억5천400,4억2천500,4억3천,-31,26건,23건,3억5천,67,3억3천,8건
대전광역시,중구,목동더샵리슈빌(국평),https://new.land.naver.com/complexes/127731,2022.05.30.,"993세대(기타임대 65세대 포함, 총9동)",6억7천500,5억3천300,5억9천,6억,-11,31건,0건,4억1천,60,3억8천,6건
대전광역시,중구,목동더샵리슈빌(소형),https://new.land.naver.com/complexes/127731,2022.05.30.,"993세대(기타임대 65세대 포함, 총9동)",4억9천200,4억2천300,4억5천500,4억4천,-10,23건,0건,3억2천,63,3억,4건
울산광역시,남구,문수로2차IPARK1단지(국평),https://new.land.naver.com/complexes/127731,2013.12.31.,597세대(7동),12억,7억3천500,8억9천800,8억7천,-27,8건,5건,5억4천,50,5억4천,1건
울산광역시,남구,문수로2차IPARK2단지(국평),https://new.land.naver.com/complexes/127731,2013.12.31.,488세대(6동),11억9천,7억5천,8억8천800,8억7천,-26,22건,19건,,,,
울산광역시,남구,문수로IPARK2(국평),https://new.land.naver.com/complexes/127731,2003.09.02.,600세대(9동),9억8천200,6억9천500,8억400,8억3천,-15,7건,0건,,,,
울산광역시,남구,문수로IPARK1(국평),https://new.land.naver.com/complexes/12051,2003.09.02.,576세대(9동),10억,6억5천,7억3천,8억2천,-18,6건,0건,,,,
울산광역시,남구,대명루첸(국평),https://new.land.naver.com/complexes/111310,2016.11.21.,547세대(8동),9억,5억500,7억900,7억5천,-16,23건,0건,4억7천,59,4억7천,2건
울산광역시,남구,힐스테이트수암(1단지)(국평),https://new.land.naver.com/complexes/111310,2019.09.04.,725세대(9동),8억2천300,4억7천700,6억5천300,6억7천,-18,27건,0건,5억,59,4억8천,3건
울산광역시,남구,울산번영로두산위브(국평),https://new.land.naver.com/complexes/111259,2017.09.08.,761세대(8동),8억8천200,4억9천,5억9천500,6억4천,-27,42건,21건,4억8천,63,4억8천,1건
울산광역시,남구,무거위브자이(국평),https://new.land.naver.com/complexes/103328,2013.08.30.,922세대(13동),7억1천,5억3천500,5억8천500,6억1천500,-13,7건,0건,,,,
울산광역시,남구,울산신정푸르지오(국평),https://new.land.naver.com/complexes/102946,2012.07.24.,"1,280세대(13동)",7억4천700,4억8천,5억8천300,5억9천,-21,13건,1건,,,,
울산광역시,남구,힐스테이트수암(1단지)(소형),https://new.land.naver.com/complexes/102946,2019.09.04.,725세대(9동),5억7천150,4억4천300,5억1천500,5억3천,-7,2건,0건,,,,
울산광역시,동구,울산지웰시티자이2단지(국평),https://new.land.naver.com/complexes/131666,2023.05.,"1,316세대(9동)",5억9천,4억9천500,5억8천900,5억7천,-3,22건,0건,4억1천,61,3억8천,2건
울산광역시,동구,e편한세상전하2단지(국평),https://new.land.naver.com/complexes/131666,2013.02.25.,"1,475세대(16동)",5억2천400,3억6천500,0,4억1천,-21,31건,3건,3억9천,81,3억,6건
울산광역시,동구,힐스테이트 이스턴베이(국평),https://new.land.naver.com/complexes/106557,2015.12.24.,"1,897세대(15동)",5억9천500,3억1천900,3억9천400,3억7천,-37,74건,67건,3억,57,3억,1건
울산광역시,북구,울산송정반도유보라아이비파크(국평),https://new.land.naver.com/complexes/115848,2019.02.28.,"1,162세대(13동)",7억2천800,4억6천500,5억6천200,5억7천,-21,36건,6건,,,,
울산광역시,북구,지웰푸르지오(국평),https://new.land.naver.com/complexes/117629,2019.09.26.,420세대(5동),6억9천500,4억6천,5억3천,5억7천,-17,13건,0건,3억9천500,63,3억9천500,1건
울산광역시,북구,울산송정제일풍경채레이크뷰(국평),https://new.land.naver.com/complexes/115701,2019.02.28.,766세대(7동),7억,4억6천,5억2천700,5억4천,-22,34건,1건,4억1천,65,3억8천,4건
울산광역시,울주군,문수산 더샵(국평),https://new.land.naver.com/complexes/103469,2014.02.17.,"1,005세대(10동)",6억3천500,4억2천,4억9천,4억9천,-22,36건,1건,3억7천,64,3억7천,1건
울산광역시,중구,울산약사더샵(국평),https://new.land.naver.com/complexes/110078,2017.02.14.,449세대(11동),7억8천500,4억7천200,7억400,6억7천,-14,19건,0건,,,,
울산광역시,중구,우정혁신도시2차동원로얄듀크(국평),https://new.land.naver.com/complexes/104908,2014.06.27.,652세대(10동),7억4천700,4억2천,5억9천,5억8천,-22,29건,2건,4억3천,58,4억3천,1건
울산광역시,중구,울산유곡푸르지오(국평),https://new.land.naver.com/complexes/103334,2010.04.30.,911세대(10동),5억9천500,4억4천,5억2천500,5억3천500,-10,14건,0건,4억2천,68,4억2천,1건
세종특별자치시,세종특별자치시,나릿재마을2단지(국평),https://new.land.naver.com/complexes/103334,2021.06.02.,845세대(8동),11억3천,8억,8억3천300,9억,-20,35건,3건,4억2천,30,3억,11건
세종특별자치시,세종특별자치시,새뜸마을10단지(더샵힐스테이트)(국평),https://new.land.naver.com/complexes/103334,2017.04.25.,"1,027세대(13동)",11억9천,7억,8억3천,8억3천,-30,4건,4건,3억3천,35,3억3천,1건
세종특별자치시,세종특별자치시,나릿재마을1단지(국평),https://new.land.naver.com/complexes/103334,2021.01.08.,343세대(3동),9억3천500,5억9천500,8억3천,8억,-14,11건,0건,3억6천,30,3억5천,5건
세종특별자치시,세종특별자치시,한뜰마을6단지(중흥S클래스센텀뷰)(국평),https://new.land.naver.com/complexes/103334,2021.10.,576세대(4동),8억4천200,6억5천,7억8천,7억7천,-8,15건,0건,3억8천,38,3억5천,3건
세종특별자치시,세종특별자치시,새뜸마을13단지(트리쉐이드)(국평),https://new.land.naver.com/complexes/103334,2019.06.,386세대(7동),8억4천,6억8천,7억3천,7억6천,-9,9건,0건,3억,30,2억9천,3건
세종특별자치시,세종특별자치시,새샘마을3단지(모아미래도리버시티)(국평),https://new.land.naver.com/complexes/103334,2016.07.29.,"1,211세대(16동)",9억5천500,5억7천,6억2천,6억6천500,-30,21건,21건,3억,40,2억4천,7건
세종특별자치시,세종특별자치시,새샘마을9단지(중흥S클래스리버뷰)(국평),https://new.land.naver.com/complexes/107846,2016.08.31.,946세대(13동),10억3천,5억4천,6억300,6억5천,-36,16건,16건,2억9천,36,2억7천,3건
세종특별자치시,세종특별자치시,수루배마을1단지(국평),https://new.land.naver.com/complexes/115685,2019.08.26.,"1,111세대(17동)",9억7천500,5억5천800,6억1천,5억9천,-39,23건,20건,2억6천,31,2억6천,1건
세종특별자치시,세종특별자치시,새뜸마을10단지(더샵힐스테이트)(소형),https://new.land.naver.com/complexes/115685,2017.04.25.,"1,027세대(13동)",8억2천,3억6천,5억3천400,5억3천,-35,51건,48건,2억6천,34,1억5천,8건
경기도,고양시 덕양구,DMC디에트르한강(국평),https://new.land.naver.com/complexes/126899,2022.07.04.,622세대(7동),11억7천500,5억9천500,11억2천200,11억2천500,-4,26건,0건,7억,52,5억8천,8건
경기도,고양시 덕양구,지축역센트럴푸르지오(국평),https://new.land.naver.com/complexes/117705,2019.11.29.,852세대(6동),11억7천500,8억8천,10억2천500,9억6천,-18,46건,0건,6억5천,52,6억,3건
경기도,고양시 덕양구,고양원흥동일스위트(국평),https://new.land.naver.com/complexes/111112,2018.01.26.,"1,257세대(14동)",10억9천,6억4천,8억5천,8억3천,-23,62건,21건,5억5천,50,4억8천,14건
경기도,고양시 덕양구,삼송2차아이파크(국평),https://new.land.naver.com/complexes/106995,2015.08.27.,"1,066세대(10동)",11억,6억3천,8억2천500,8억1천,-26,94건,25건,6억,43,5억5천,18건
경기도,고양시 일산동구,킨텍스원시티3블럭(국평),https://new.land.naver.com/complexes/116753,2019.08.22.,782세대(5동),13억1천,10억7천,11억9천,12억1천,-7,53건,0건,6억5천,34,6억,6건
경기도,고양시 일산동구,킨텍스원시티2블럭(국평),https://new.land.naver.com/complexes/116752,2019.08.22.,959세대(5동),16억5천500,10억3천,11억5천,11억8천,-28,47건,24건,6억3천,38,5억5천,4건
경기도,고양시 일산동구,일산요진와이시티(국평),https://new.land.naver.com/complexes/107014,2016.06.20.,"2,404세대(6동)",13억,7억,9억,9억3천,-28,61건,39건,8억,67,6억,19건
경기도,고양시 일산동구,힐스테이트킨텍스레이크뷰(국평),https://new.land.naver.com/complexes/116838,2019.09.26.,299세대(3동),10억2천,7억9천300,9억1천,9억,-11,33건,0건,6억3천,50,5억5천,10건
경기도,고양시 일산동구,일산요진와이시티(소형),https://new.land.naver.com/complexes/107014,2016.06.20.,"2,404세대(6동)",9억2천,5억9천,7억1천,6억9천,-25,47건,10건,5억5천,56,4억8천,6건
경기도,고양시 일산동구,강촌마을(우방)(국평),"https://new.land.naver.com/complexes?ms=37.653946,126.782853,16&e=RETAIL",1993.02.20.,766세대(15동),8억1천,5억2천,5억7천500,6억5천,-19,13건,0건,4억6천,62,4억6천,1건
경기도,고양시 일산동구,일산센트럴아이파크(국평),https://new.land.naver.com/complexes/112003,2018.05.29.,"1,802세대(12동)",8억5천,5억5천,6억1천500,6억2천,-27,81건,48건,5억2천,65,4억7천,5건
경기도,고양시 일산동구,위시티일산자이1단지(국평),https://new.land.naver.com/complexes/112003,2010.08.23.,"1,244세대(11동)",9억6천588,5억,5억7천300,5억5천,-43,14건,14건,4억8천,69,4억3천,2건
경기도,고양시 일산동구,일산센트럴아이파크(소형),https://new.land.naver.com/complexes/112003,2018.05.29.,"1,802세대(12동)",7억,4억5천400,5억1천800,5억2천500,-25,24건,17건,4억2천,65,4억,2건
경기도,고양시 일산서구,한화 포레나 킨텍스(국평),https://new.land.naver.com/complexes/110380,2019.02.27.,"1,100세대(6동)",14억7천,8억8천,11억4천500,10억3천,-29,45건,16건,6억5천,43,5억3천,12건
경기도,고양시 일산서구,후곡마을(건영15)(국평),https://new.land.naver.com/complexes/110380,1994.06.30.,766세대(10동),7억8천700,5억5천500,6억5천,6억5천,-17,12건,0건,5억,64,4억8천,3건
경기도,고양시 일산서구,문촌마을16단지뉴삼익(국평),https://new.land.naver.com/complexes/1373,1994.05.26.,956세대(12동),8억8천500,6억,6억7천,6억1천,-31,10건,10건,4억3천,61,3억8천,4건
경기도,고양시 일산서구,후곡마을(롯데)(국평),https://new.land.naver.com/complexes/1373,1994.11.29.,936세대(12동),8억1천500,5억9천400,6억8천,6억,-26,20건,3건,5억7천,73,4억7천,7건
경기도,고양시 일산서구,후곡마을(코오롱)(국평),https://new.land.naver.com/complexes/1373,1995.10.25.,948세대(10동),7억6천,4억5천,5억6천300,5억4천,-28,21건,14건,4억8천,71,3억8천,5건
경기도,고양시 일산서구,문촌마을16단지뉴삼익(소형),https://new.land.naver.com/complexes/1373,1994.05.26.,956세대(12동),6억3천,3억9천,0,4억5천,-28,15건,12건,2억9천,57,2억9천,1건
경기도,고양시 일산서구,일산두산위브더제니스(소형),"https://new.land.naver.com/complexes?ms=37.685037,126.769951,16&e=RETAIL",2013.04.,"2,700세대(8동)",6억4천400,4억1천,4억4천500,4억3천500,-32,40건,28건,4억2천,75,3억7천,11건
경기도,고양시 일산서구,후곡마을(건영15)(소형),"https://new.land.naver.com/complexes?ms=37.685037,126.769951,16&e=RETAIL",1994.06.30.,766세대(10동),5억9천500,3억6천300,4억4천,4억3천500,-26,6건,5건,,,,
경기도,과천시,과천푸르지오써밋(국평),https://new.land.naver.com/complexes/127071,2020.03.31.,"1,571세대(32동)",22억9천,16억5천,21억2천,21억8천,-4,8건,0건,12억,50,12억,1건
경기도,과천시,과천자이(국평),"https://new.land.naver.com/complexes?ms=37.448368,126.995398,16&e=RETAIL",2022.03.18.,"2,099세대(27동)",21억6천,15억7천500,19억4천,20억5천,-5,17건,0건,,,,
경기도,과천시,과천위버필드(국평),https://new.land.naver.com/complexes/120960,2021.01.28.,"2,128세대(21동)",22억,15억2천,21억,20억,-9,42건,0건,12억,51,11억5천,6건
경기도,과천시,과천위버필드(소형),https://new.land.naver.com/complexes/120960,2021.01.28.,"2,128세대(21동)",16억9천,12억,16억3천,16억5천,-2,32건,0건,9억5천,43,9억,9건
경기도,과천시,과천푸르지오써밋(소형),https://new.land.naver.com/complexes/127071,2020.03.31.,"1,571세대(32동)",17억8천,7억,16억9천,16억,-10,15건,0건,9억6천,53,9억4천,5건
경기도,과천시,과천자이(소형),"https://new.land.naver.com/complexes?ms=37.448368,126.995398,16&e=RETAIL",2022.03.18.,"2,099세대(27동)",16억8천,12억,16억8천,15억8천,-5,28건,0건,10억,53,9억,5건
경기도,과천시,래미안슈르(국평),https://new.land.naver.com/complexes/22781,2008.08.12.,"3,143세대(48동)",18억3천,12억,16억,15억,-18,232건,0건,8억9천,47,8억6천,12건
경기도,과천시,래미안슈르(국평),https://new.land.naver.com/complexes/22781,2008.08.12.,"3,143세대(48동)",18억3천,12억,16억,15억,-18,232건,0건,8억9천,47,8억6천,12건
경기도,과천시,래미안슈르(소형),https://new.land.naver.com/complexes/22781,2008.08.12.,"3,143세대(48동)",14억7천,9억2천,13억6천500,13억,-11,112건,0건,7억5천,49,7억5천,4건
경기도,과천시,래미안슈르(소형),https://new.land.naver.com/complexes/22781,2008.08.12.,"3,143세대(48동)",14억7천,9억2천,13억6천500,13억,-11,112건,0건,7억5천,49,7억5천,4건
경기도,광명시,철산역롯데캐슬&SKVIEW클래스티지(국평),https://new.land.naver.com/complexes/127424,2022.03.23.,"1,313세대(13동)",13억4천,9억,12억8천,12억8천500,-4,31건,0건,8억,55,8억,1건
경기도,광명시,광명역센트럴자이(국평),https://new.land.naver.com/complexes/111972,2018.12.,"1,005세대(7동)",13억4천,9억2천,11억7천,12억5천,-6,28건,0건,7억5천,52,6억5천,5건
경기도,광명시,유-플래닛태영데시앙(국평),https://new.land.naver.com/complexes/111972,2019.12.31.,"1,500세대(6동)",15억2천,9억1천,11억9천800,12억,-21,62건,3건,7억,46,7억,1건
경기도,광명시,광명역써밋플레이스(국평),https://new.land.naver.com/complexes/109524,2018.02.19.,"1,430세대(10동)",14억9천,9억2천,11억4천500,11억5천,-22,43건,1건,7억,50,6억,7건
경기도,광명시,철산센트럴푸르지오(국평),https://new.land.naver.com/complexes/122487,2021.02.26.,798세대(7동),13억1천500,11억2천,12억4천,11억1천,-15,12건,0건,8억,57,7억5천,3건
경기도,광명시,철산센트럴푸르지오(소형),https://new.land.naver.com/complexes/122487,2021.02.26.,798세대(7동),11억8천500,6억5천,6억5천,9억9천,-16,9건,0건,6억3천,57,6억,5건
경기도,광명시,철산역롯데캐슬&SKVIEW클래스티지(소형),https://new.land.naver.com/complexes/127424,2022.03.23.,"1,313세대(13동)",11억8천,7억7천,10억2천500,9억9천,-16,24건,0건,6억3천,55,5억7천,14건
경기도,광명시,광명역써밋플레이스(소형),https://new.land.naver.com/complexes/109524,2018.02.19.,"1,430세대(10동)",11억8천,7억3천,8억9천500,9억8천,-16,17건,0건,5억5천,52,5억2천,4건
경기도,광명시,광명역센트럴자이(소형),https://new.land.naver.com/complexes/111972,2018.12.,"1,005세대(7동)",11억9천500,7억3천,10억400,9억5천,-20,17건,1건,6억,50,4억5천,11건
경기도,광명시,광명푸르지오(국평),https://new.land.naver.com/complexes/22814,2007.12.07.,426세대(7동),10억1천500,6억8천500,0,8억,-21,11건,4건,4억5천,52,4억5천,1건
경기도,광명시,광명푸르지오(소형),https://new.land.naver.com/complexes/22814,2007.12.07.,426세대(7동),8억3천800,6억3천,6억6천500,6억7천,-20,7건,1건,,,,
경기도,광주시,광주역자연앤자이(국평),"https://new.land.naver.com/complexes?ms=35.160032,126.851338,16&e=RETAIL",2021.11.30.,"1,031세대(9동)",8억1천500,5억9천900,7억500,7억2천,-11,48건,0건,6억,69,4억,17건
경기도,광주시,이편한세상광주역4단지(국평),"https://new.land.naver.com/complexes?ms=35.160032,126.851338,16&e=RETAIL",2016.10.31.,331세대(7동),8억6천,6억500,0,6억8천,-20,17건,3건,4억5천,56,4억2천,3건
경기도,광주시,더샵오포센트럴포레(국평),"https://new.land.naver.com/complexes?ms=35.160032,126.851338,16&e=RETAIL",2022.07.22.,"1,396세대(12동)",7억3천,4억6천,6억,6억6천,-9,52건,0건,4억3천,51,4억3천,5건
경기도,광주시,이편한세상광주역2단지(국평),"https://new.land.naver.com/complexes?ms=35.160032,126.851338,16&e=RETAIL",2016.11.01.,289세대(5동),8억5천,5억9천500,7억200,6억2천,-27,16건,2건,5억,64,4억2천,3건
경기도,광주시,이편한세상광주역4단지(소형),"https://new.land.naver.com/complexes?ms=35.160032,126.851338,16&e=RETAIL",2016.10.31.,331세대(7동),6억6천700,5억1천,0,5억7천,-14,6건,0건,,,,
경기도,광주시,더샵오포센트럴포레(소형),"https://new.land.naver.com/complexes?ms=35.160032,126.851338,16&e=RETAIL",2022.07.22.,"1,396세대(12동)",5억1천,4억,5억1천,5억5천,7,1건,0건,,,,
경기도,구리시,토평신명(국평),https://new.land.naver.com/complexes/3577,2001.09.08.,434세대(6동),12억,9억5천,9억7천,10억2천,-15,16건,0건,6억2천,48,5억5천,11건
경기도,구리시,구리역한양수자인리버시티(국평),https://new.land.naver.com/complexes/125425,2021.06.30.,"410세대(기타임대 48세대 포함, 총7동)",12억2천11,8억6천,0,9억5천,-22,7건,1건,5억5천,48,5억5천,1건
경기도,구리시,구리역한양수자인리버시티(소형),https://new.land.naver.com/complexes/125425,2021.06.30.,"410세대(기타임대 48세대 포함, 총7동)",8억5천,6억5천500,0,8억2천,-3,15건,0건,5억1천,59,5억,3건
경기도,군포시,힐스테이트금정역(국평),https://new.land.naver.com/complexes/121277,2022.03.25.,843세대(4동),12억,9억9천,11억5천,11억5천,-4,33건,0건,7억5천,47,5억7천,19건
경기도,군포시,래미안하이어스(국평),https://new.land.naver.com/complexes/101283,2010.09.20.,"2,644세대(장기전세 29세대 포함, 총29동)",12억4천,7억4천750,9억4천500,8억7천,-29,47건,19건,6억7천,61,5억3천,6건
경기도,군포시,래미안하이어스(소형),https://new.land.naver.com/complexes/101283,2010.09.20.,"2,644세대(장기전세 29세대 포함, 총29동)",9억5천,6억4천,7억3천,7억2천,-24,37건,1건,5억5천,63,5억,7건
경기도,군포시,산본이편한세상센트럴파크(국평),https://new.land.naver.com/complexes/3584,2002.01.31.,525세대(11동),8억8천500,5억8천,7억1천,6억8천500,-22,13건,3건,5억,61,4억7천,2건
경기도,군포시,산본이편한세상센트럴파크(소형),https://new.land.naver.com/complexes/3584,2002.01.31.,525세대(11동),7억8천500,6억4천,0,6억7천,-14,3건,0건,,,,
경기도,군포시,주공11(소형),https://new.land.naver.com/complexes/2905,1991.08.25.,"1,400세대(11동)",6억5천,4억6천,4억6천500,5억,-23,6건,3건,2억8천,51,2억4천,9건
경기도,김포시,한강메트로자이1단지(국평),https://new.land.naver.com/complexes/117071,2020.08.11.,"1,142세대(6동)",7억4천900,5억8천,7억,6억8천,-9,49건,0건,4억8천,48,4억3천,8건
경기도,김포시,한강메트로자이2단지(국평),https://new.land.naver.com/complexes/117077,2020.07.14.,"2,456세대(22동)",9억5천,5억8천,6억8천,6억5천,-31,115건,76건,6억,55,4억,9건
경기도,김포시,한강메트로자이3단지(국평),https://new.land.naver.com/complexes/118655,2020.07.14.,431세대(4동),7억2천500,6억,6억7천500,6억5천,-10,30건,0건,4억3천,50,4억,4건
경기도,김포시,풍무센트럴푸르지오(국평),https://new.land.naver.com/complexes/111120,2018.06.22.,"2,467세대(22동)",8억5천500,5억,6억4천500,6억3천,-26,89건,22건,4억8천,58,4억1천,13건
경기도,김포시,수기마을힐스테이트2단지(국평),"https://new.land.naver.com/complexes?ms=37.597185,126.768309,16&e=RETAIL",2008.04.14.,"1,149세대(23동)",7억8천,4억8천500,6억,6억,-23,27건,2건,4억5천,58,4억5천,1건
경기도,김포시,캐슬앤파밀리에시티 2단지(국평),https://new.land.naver.com/complexes/119492,2020.02.24.,"1,872세대(26동)",8억2천,4억3천,6억3천500,5억7천,-30,104건,51건,5억,59,4억,7건
