시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하개수,전세매물최고,전세가율,전세매물최저,전세매물개수
서울특별시,성북구,꿈의숲아이파크(국평),https://new.land.naver.com/complexes/122863,2022.07.13.,"1,711세대(기타임대 295세대 포함, 총19동)",12억,9억6천500,11억9천,11억,-8,27건,0건,6억8천,50,5억400,20건
서울특별시,성북구,래미안장위퍼스트하이(국평),https://new.land.naver.com/complexes/113985,2020.11.03.,"1,562세대(기타임대 276세대 포함, 총16동)",13억3천,8억3천,10억7천500,10억7천,-19,33건,0건,12억,100,5억5천,28건
서울특별시,성북구,꿈의숲아이파크(소형),https://new.land.naver.com/complexes/122863,2022.07.13.,"1,711세대(기타임대 295세대 포함, 총19동)",10억,7억4천500,0,9억9천,-1,23건,0건,5억5천,50,5억,9건
서울특별시,성북구,래미안장위퍼스트하이(소형),https://new.land.naver.com/complexes/113985,2020.11.03.,"1,562세대(기타임대 276세대 포함, 총16동)",11억,7억,9억2천800,9억3천,-15,22건,0건,6억,57,4억8천,8건
서울특별시,송파구,주공아파트 5단지(국평),https://new.land.naver.com/complexes/639,1978.04.15.,"3,930세대(30동)",34억500,21억7천500,30억2천500,31억5천,-7,120건,0건,6억5천,18,3억1천,54건
서울특별시,송파구,잠실엘스(국평),https://new.land.naver.com/complexes/22627,2008.09.30.,"5,678세대(72동)",27억5천,18억7천,25억7천,25억,-9,57건,0건,14억,47,10억5천,89건
서울특별시,송파구,리센츠(국평),https://new.land.naver.com/complexes/22746,2008.07.31.,"5,563세대(65동)",28억5천,18억2천,25억,24억4천,-14,67건,0건,13억5천,47,11억5천,48건
서울특별시,송파구,레이크팰리스(국평),https://new.land.naver.com/complexes/15011,2006.12.28.,"2,678세대(35동)",25억,17억5천,22억3천,23억5천,-6,39건,0건,12억,44,10억8천,15건
서울특별시,송파구,트리지움(국평),https://new.land.naver.com/complexes/19127,2007.08.24.,"3,696세대(46동)",26억5천,17억4천,23억9천,22억4천,-15,66건,0건,13억,43,11억1천,15건
서울특별시,송파구,헬리오시티(국평),https://new.land.naver.com/complexes/111515,2018.12.28.,"9,510세대(기타임대 1,401세대 포함, 총84동)",24억5천,15억3천,19억2천,21억8천,-11,328건,0건,12억,40,9억7천,277건
서울특별시,송파구,파크리오(국평),https://new.land.naver.com/complexes/22675,2008.08.29.,"6,864세대(66동)",25억7천,16억5천,21억,21억4천,-16,100건,0건,11억5천,44,9억,63건
서울특별시,송파구,잠실엘스(소형),https://new.land.naver.com/complexes/22627,2008.09.30.,"5,678세대(72동)",22억9천,14억9천,21억1천,21억4천,-6,26건,0건,10억9천,47,8억9천,41건
서울특별시,송파구,레이크팰리스(소형),https://new.land.naver.com/complexes/15011,2006.12.28.,"2,678세대(35동)",20억9천,14억,21억4천500,20억5천,-1,30건,0건,10억,45,8억7천,13건
서울특별시,송파구,트리지움(소형),https://new.land.naver.com/complexes/19127,2007.08.24.,"3,696세대(46동)",22억1천,15억,19억9천,19억9천,-9,22건,0건,10억5천,46,8억8천,26건
서울특별시,송파구,파크리오(소형),https://new.land.naver.com/complexes/22675,2008.08.29.,"6,864세대(66동)",20억5천,14억2천,19억8천,19억4천500,-5,37건,0건,8억8천,37,8억4천,12건
서울특별시,송파구,헬리오시티(소형),https://new.land.naver.com/complexes/111515,2018.12.28.,"9,510세대(기타임대 1,401세대 포함, 총84동)",20억9천,12억6천500,20억,18억8천,-10,68건,0건,9억7천,43,8억5천,65건
서울특별시,송파구,잠실올림픽공원아이파크(국평),https://new.land.naver.com/complexes/115046,2019.11.14.,"697세대(기타임대 95세대 포함, 총7동)",20억3천,16억,20억3천,18억5천,-8,15건,0건,12억,50,9억5천,8건
서울특별시,송파구,올림픽훼밀리타운(국평),https://new.land.naver.com/complexes/610,1988.12.21.,"4,494세대(56동)",20억8천,13억4천,18억2천,18억2천,-12,38건,0건,7억5천,37,6억5천,8건
서울특별시,송파구,잠실올림픽공원아이파크(소형),https://new.land.naver.com/complexes/115046,2019.11.14.,"697세대(기타임대 95세대 포함, 총7동)",16억5천,12억6천,15억6천,15억9천500,-3,21건,0건,9억5천,51,8억,2건
서울특별시,양천구,목동신시가지7(소형),https://new.land.naver.com/complexes/659,1986.11.01.,"2,550세대(34동)",17억,12억7천,13억2천,20억,17,1건,0건,6억8천,34,6억,4건
서울특별시,양천구,목동신시가지14(국평),"https://new.land.naver.com/complexes?ms=37.5366,126.8759,16&e=RETAIL",1987.07.30.,"3,100세대(34동)",18억5천,14억,18억5천,18억5천,0,9건,0건,7억5천,38,5억5천,4건
서울특별시,양천구,목동힐스테이트(국평),"https://new.land.naver.com/complexes?ms=37.5366,126.8759,16&e=RETAIL",2016.05.19.,"1,081세대(기타임대 185세대 포함, 총15동)",18억,13억9천,16억7천,16억5천,-8,29건,0건,10억,53,9억8천,2건
서울특별시,양천구,목동힐스테이트(소형),"https://new.land.naver.com/complexes?ms=37.5366,126.8759,16&e=RETAIL",2016.05.19.,"1,081세대(기타임대 185세대 포함, 총15동)",15억,11억8천800,13억9천,14억,-6,7건,0건,7억8천,52,7억2천700,2건
서울특별시,양천구,목동센트럴아이파크위브4단지(국평),"https://new.land.naver.com/complexes?ms=37.5366,126.8759,16&e=RETAIL",2020.05.28.,"3,045세대(기타임대 542세대 포함, 총35동)",12억5천,7억8천500,11억5천,11억4천500,-8,109건,0건,6억7천,50,6억,25건
서울특별시,양천구,목동센트럴아이파크위브4단지(소형),"https://new.land.naver.com/complexes?ms=37.5366,126.8759,16&e=RETAIL",2020.05.28.,"3,045세대(기타임대 542세대 포함, 총35동)",11억,6억9천500,9억7천500,9억5천,-13,40건,0건,5억6천,49,5억2천,11건
서울특별시,영등포구,시범(소형),https://new.land.naver.com/complexes/749,1971.12.21.,"1,584세대(24동)",17억8천240,0,0,18억6천,4,6건,0건,2억5천,12,2억5천,1건
서울특별시,영등포구,당산센트럴아이파크(국평),https://new.land.naver.com/complexes/121987,2020.04.28.,"802세대(기타임대 87세대 포함, 총7동)",18억9천500,15억6천,17억7천500,18억,-5,12건,0건,10억8천,58,10억3천,3건
서울특별시,영등포구,당산삼성래미안4차(국평),https://new.land.naver.com/complexes/2981,2003.12.30.,"1,391세대(25동)",17억4천,14억9천,16억2천500,16억5천,-5,6건,0건,9억,51,9억,1건
서울특별시,영등포구,아크로타워스퀘어(국평),https://new.land.naver.com/complexes/109205,2017.08.30.,"1,221세대(기타임대 200세대 포함, 총7동)",17억8천500,12억6천,15억9천500,16억3천,-8,30건,0건,10억,51,9억5천,4건
서울특별시,영등포구,당산센트럴아이파크(소형),https://new.land.naver.com/complexes/121987,2020.04.28.,"802세대(기타임대 87세대 포함, 총7동)",15억3천500,12억2천,15억2천500,15억5천,0,5건,0건,8억5천,53,8억5천,1건
서울특별시,영등포구,래미안에스티움(국평),https://new.land.naver.com/complexes/109434,2017.04.12.,"1,722세대(기타임대 189세대 포함, 총19동)",17억8천500,11억4천,15억1천,15억,-15,29건,0건,8억5천,47,7억8천,10건
서울특별시,영등포구,신길센트럴자이아파트(국평),https://new.land.naver.com/complexes/117792,2021.04.13.,"1,008세대(기타임대 184세대 포함, 총12동)",16억8천,12억,0,15억,-10,12건,0건,8억3천,49,7억8천,6건
서울특별시,영등포구,힐스테이트클래시안(국평),https://new.land.naver.com/complexes/119377,2020.10.,"1,476세대(기타임대 266세대 포함, 총14동)",15억9천500,11억5천,14억1천,15억,-5,14건,0건,8억5천,50,8억2천,9건
서울특별시,영등포구,보라매에스케이뷰(국평),https://new.land.naver.com/complexes/117254,2020.01.29.,"1,546세대(기타임대 286세대 포함, 총18동)",17억,11억,14억8천,14억8천,-12,32건,0건,8억6천,51,8억5천,3건
서울특별시,영등포구,신길파크자이(국평),https://new.land.naver.com/complexes/121788,2022.02.17.,"641세대(기타임대 119세대 포함, 총6동)",15억2천,11억6천900,15억2천,14억5천,-4,14건,0건,8억7천,53,7억7천,9건
서울특별시,영등포구,아크로타워스퀘어(소형),https://new.land.naver.com/complexes/109205,2017.08.30.,"1,221세대(기타임대 200세대 포함, 총7동)",14억4천,11억4천500,14억2천,13억3천,-7,8건,0건,8억,53,7억5천,2건
서울특별시,영등포구,래미안영등포프레비뉴(국평),https://new.land.naver.com/complexes/107424,2015.12.29.,"949세대(기타임대 172세대 포함, 총12동)",15억5천500,10억5천,13억7천500,13억3천,-14,9건,0건,7억4천,51,7억1천,3건
서울특별시,영등포구,래미안에스티움(소형),https://new.land.naver.com/complexes/109434,2017.04.12.,"1,722세대(기타임대 189세대 포함, 총19동)",13억8천500,7억7천,12억3천500,12억8천,-7,18건,0건,7억,50,6억7천,2건
서울특별시,영등포구,보라매에스케이뷰(소형),https://new.land.naver.com/complexes/117254,2020.01.29.,"1,546세대(기타임대 286세대 포함, 총18동)",13억8천,9억,12억3천500,12억5천,-9,15건,0건,7억,50,6억1천,4건
서울특별시,영등포구,힐스테이트클래시안(소형),https://new.land.naver.com/complexes/119377,2020.10.,"1,476세대(기타임대 266세대 포함, 총14동)",13억8천,9억,12억8천,12억5천,-9,21건,0건,7억3천,52,6억5천,12건
서울특별시,영등포구,신길파크자이(소형),https://new.land.naver.com/complexes/121788,2022.02.17.,"641세대(기타임대 119세대 포함, 총6동)",11억9천,9억,0,12억5천,5,5건,0건,7억,51,7억,2건
서울특별시,영등포구,신길센트럴자이아파트(소형),https://new.land.naver.com/complexes/117792,2021.04.13.,"1,008세대(기타임대 184세대 포함, 총12동)",13억7천,9억6천,12억8천500,12억,-12,17건,0건,7억2천,51,6억5천,4건
서울특별시,영등포구,래미안영등포프레비뉴(소형),https://new.land.naver.com/complexes/107424,2015.12.29.,"949세대(기타임대 172세대 포함, 총12동)",13억2천400,8억8천,11억4천500,12억,-9,6건,0건,6억6천,51,6억2천,5건
서울특별시,영등포구,영등포푸르지오(국평),https://new.land.naver.com/complexes/3457,2002.05.31.,"2,462세대(31동)",13억6천500,9억,11억5천,12억,-12,19건,0건,7억,54,6억,3건
서울특별시,영등포구,영등포푸르지오(소형),https://new.land.naver.com/complexes/3457,2002.05.31.,"2,462세대(31동)",11억5천800,7억9천500,9억3천,9억9천,-14,6건,0건,5억8천,53,5억7천,4건
서울특별시,용산구,한남더힐(소형),https://new.land.naver.com/complexes/102737,2011.01.07.,600세대(32동),32억5천,27억,31억5천,32억,-1,1건,0건,20억,62,17억,6건
서울특별시,용산구,한가람(국평),https://new.land.naver.com/complexes/867,1998.09.18.,"2,036세대(19동)",24억,17억,22억500,21억,-12,8건,0건,11억,47,9억5천,4건
서울특별시,용산구,한가람(소형),https://new.land.naver.com/complexes/867,1998.09.18.,"2,036세대(19동)",19억,14억2천,17억,16억9천,-11,19건,0건,7억5천,40,7억,13건
서울특별시,은평구,힐스테이트녹번역(국평),https://new.land.naver.com/complexes/123961,2021.04.,"879세대(기타임대 132세대 포함, 총11동)",12억8천,10억4천,11억,12억,-6,21건,0건,8억4천,62,7억2천,6건
서울특별시,은평구,녹번역e편한세상캐슬(국평),https://new.land.naver.com/complexes/119275,2020.05.27.,"2,569세대(기타임대 390세대 포함, 총32동)",13억,9억2천500,12억,11억7천,-10,30건,0건,7억8천,58,7억6천,2건
서울특별시,은평구,힐스테이트녹번역(소형),https://new.land.naver.com/complexes/123961,2021.04.,"879세대(기타임대 132세대 포함, 총11동)",10억6천500,7억1천500,8억7천,10억2천,-4,14건,0건,,,,
서울특별시,은평구,녹번역e편한세상캐슬(소형),https://new.land.naver.com/complexes/119275,2020.05.27.,"2,569세대(기타임대 390세대 포함, 총32동)",11억8천500,6억3천,9억5천,9억8천,-17,46건,0건,6억5천,57,5억9천,11건
서울특별시,종로구,경희궁자이(2단지)(국평),https://new.land.naver.com/complexes/109379,2017.02.24.,"1,148세대(14동)",22억8천,16억9천,19억9천,21억,-7,24건,0건,13억,50,11억5천,7건
서울특별시,종로구,경희궁자이(3단지)(국평),https://new.land.naver.com/complexes/109379,2017.02.24.,589세대(8동),21억5천,17억2천,20억5천,20억,-6,21건,0건,14억,58,10억5천,13건
서울특별시,종로구,경희궁자이(2단지)(소형),https://new.land.naver.com/complexes/109379,2017.02.24.,"1,148세대(14동)",17억7천,13억4천,17억3천500,19억5천,10,2건,0건,9억5천,48,9억,2건
서울특별시,종로구,경희궁자이(3단지)(소형),https://new.land.naver.com/complexes/109379,2017.02.24.,589세대(8동),17억7천500,14억1천,17억7천500,17억4천500,-1,6건,0건,9억5천,51,9억,5건
서울특별시,종로구,인왕산아이파크(국평),https://new.land.naver.com/complexes/22788,2008.07.25.,810세대(17동),15억,10억8천,12억5천,12억,-20,32건,1건,7억7천,53,6억7천200,6건
서울특별시,종로구,인왕산아이파크(소형),https://new.land.naver.com/complexes/22788,2008.07.25.,810세대(17동),11억5천,9억7천,0,10억5천,-8,1건,0건,,,,
서울특별시,중구,서울역센트럴자이(국평),https://new.land.naver.com/complexes/109250,2017.08.07.,"1,341세대(기타임대 228세대 포함, 총14동)",18억3천,14억9천,16억9천,17억2천,-6,16건,0건,9억,43,9억,3건
서울특별시,중구,청구e편한세상(국평),https://new.land.naver.com/complexes/110209,2011.12.15.,"895세대(영구임대 158세대 포함, 총15동)",16억2천,11억4천500,15억,15억3천,-5,18건,0건,9억,55,9억,2건
서울특별시,중구,서울역센트럴자이(소형),https://new.land.naver.com/complexes/109250,2017.08.07.,"1,341세대(기타임대 228세대 포함, 총14동)",16억1천,12억5천,14억7천,15억,-6,11건,0건,8억,48,7억,12건
서울특별시,중구,청구e편한세상(소형),https://new.land.naver.com/complexes/110209,2011.12.15.,"895세대(영구임대 158세대 포함, 총15동)",13억5천,10억5천,13억8천500,13억,-3,2건,0건,,,,
서울특별시,중구,래미안하이베르(국평),https://new.land.naver.com/complexes/27820,2011.10.28.,784세대(15동),13억8천,10억1천,12억7천,13억,-5,14건,0건,,,,
서울특별시,중구,남산타운(국평),https://new.land.naver.com/complexes/3833,2002.05.25.,"5,150세대(기타임대 2,034세대 포함, 총42동)",15억9천,10억500,12억500,11억7천,-26,29건,7건,7억5천,44,6억5천,8건
서울특별시,중구,래미안하이베르(소형),https://new.land.naver.com/complexes/27820,2011.10.28.,784세대(15동),11억4천,8억8천,10억7천,10억5천,-7,17건,0건,6억9천,57,6억5천,3건
서울특별시,중구,남산타운(소형),https://new.land.naver.com/complexes/3833,2002.05.25.,"5,150세대(기타임대 2,034세대 포함, 총42동)",12억7천500,8억9천500,10억2천,9억6천,-24,23건,2건,6억,48,5억3천,7건
서울특별시,중랑구,사가정센트럴아이파크(국평),https://new.land.naver.com/complexes/119588,2020.07.30.,"1,505세대(기타임대 163세대 포함, 총11동)",14억9천,9억5천,11억9천,11억8천,-20,48건,1건,7억5천,54,6억500,10건
서울특별시,중랑구,쌍용더플래티넘용마산(국평),https://new.land.naver.com/complexes/122336,2020.12.14.,245세대(5동),11억1천,9억7천800,10억2천,10억5천,-5,4건,0건,7억,58,7억,1건
서울특별시,중랑구,사가정센트럴아이파크(소형),https://new.land.naver.com/complexes/119588,2020.07.30.,"1,505세대(기타임대 163세대 포함, 총11동)",11억3천500,8억,10억7천,10억5천,-7,7건,0건,6억8천,59,6억2천,2건
서울특별시,중랑구,라온프라이빗(국평),https://new.land.naver.com/complexes/119443,2020.06.30.,"453세대(기타임대 60세대 포함, 총4동)",12억4천,8억5천,0,10억5천,-15,14건,0건,,,,
서울특별시,중랑구,이편한세상화랑대(국평),https://new.land.naver.com/complexes/119443,2017.12.06.,"719세대(기타임대 80세대 포함, 총12동)",11억9천500,9억2천,9억5천500,10억2천,-14,16건,0건,,,,
서울특별시,중랑구,한양수자인사가정파크(국평),https://new.land.naver.com/complexes/119155,2019.11.27.,"497세대(기타임대 36세대 포함, 총8동)",12억9천500,8억,10억4천,9억9천500,-23,22건,2건,7억3천,56,7억,5건
서울특별시,중랑구,용마산하늘채(국평),https://new.land.naver.com/complexes/107072,2015.10.08.,265세대(5동),11억3천,7억9천300,9억6천,9억,-20,16건,1건,6억6천,52,6억3천,5건
서울특별시,중랑구,이편한세상화랑대(소형),https://new.land.naver.com/complexes/107072,2017.12.06.,"719세대(기타임대 80세대 포함, 총12동)",9억5천,7억7천500,8억3천350,9억,-5,3건,0건,,,,
서울특별시,중랑구,라온프라이빗(소형),https://new.land.naver.com/complexes/119443,2020.06.30.,"453세대(기타임대 60세대 포함, 총4동)",10억9천,8억1천750,0,8억8천,-19,2건,0건,,,,
서울특별시,중랑구,쌍용더플래티넘용마산(소형),https://new.land.naver.com/complexes/122336,2020.12.14.,245세대(5동),10억4천900,7억4천500,8억9천,8억6천500,-17,6건,0건,6억,65,5억5천,3건
서울특별시,중랑구,한양수자인사가정파크(소형),https://new.land.naver.com/complexes/119155,2019.11.27.,"497세대(기타임대 36세대 포함, 총8동)",8억9천400,7억6천,0,8억6천,-3,4건,0건,5억3천,59,5억3천,1건
서울특별시,중랑구,용마산하늘채(소형),https://new.land.naver.com/complexes/107072,2015.10.08.,265세대(5동),9억5천500,7억4천,8억1천500,8억4천,-12,3건,0건,,,,
부산광역시,강서구,더샵명지퍼스트월드2단지(국평),https://new.land.naver.com/complexes/119328,2020.07.28.,"1,406세대(11동)",8억3천200,5억3천900,5억5천,5억7천,-31,85건,63건,3억5천,47,3억1천,2건
부산광역시,강서구,더샵명지퍼스트월드3단지(국평),https://new.land.naver.com/complexes/119329,2020.07.28.,"1,530세대(9동)",9억,5억1천200,5억1천200,5억6천,-37,89건,79건,4억,45,3억2천,5건
부산광역시,강서구,명지대방노블랜드오션뷰1차(국평),https://new.land.naver.com/complexes/106554,2015.12.29.,737세대(11동),7억,4억2천,4억7천500,4억6천500,-33,59건,41건,4억8천,53,3억3천,6건
부산광역시,금정구,래미안장전(국평),https://new.land.naver.com/complexes/109188,2017.09.21.,"1,938세대(12동)",12억2천500,6억8천,8억,8억,-34,53건,48건,4억5천,38,4억,6건
부산광역시,금정구,래미안장전(소형),https://new.land.naver.com/complexes/109188,2017.09.21.,"1,938세대(12동)",9억1천500,5억2천,6억5천900,6억2천,-32,30건,21건,3억5천,44,3억4천,4건
부산광역시,금정구,삼한골든뷰에듀스테이션(국평),https://new.land.naver.com/complexes/119150,2021.06.30.,610세대(5동),6억9천500,5억1천,5억6천,5억8천500,-15,67건,0건,4억3천,54,4억,4건
부산광역시,금정구,삼한골든뷰에듀스테이션(소형),https://new.land.naver.com/complexes/119150,2021.06.30.,610세대(5동),5억6천800,5억5천,0,5억3천,-6,19건,0건,3억6천,58,3억6천,1건
부산광역시,기장군,일광자이푸르지오1단지(국평),https://new.land.naver.com/complexes/117306,2020.01.23.,488세대(5동),5억6천900,4억5천,5억,5억,-12,29건,0건,,,,
부산광역시,기장군,일광자이푸르지오2단지(국평),https://new.land.naver.com/complexes/117307,2020.01.23.,"1,059세대(11동)",8억2천900,0,0,4억9천,-40,81건,65건,3억4천,45,3억2천,4건
부산광역시,남구,대연힐스테이트푸르지오(국평),https://new.land.naver.com/complexes/105323,2013.05.31.,"2,100세대(12동)",11억1천,6억1천500,7억8천500,8억1천,-27,25건,9건,5억5천,38,5억5천,1건
부산광역시,남구,대연SKVIEWHills(국평),https://new.land.naver.com/complexes/105323,2018.07.11.,994세대(11동),10억2천,6억5천,7억3천,7억7천,-24,34건,8건,4억5천,46,4억5천,3건
부산광역시,남구,대연자이(국평),https://new.land.naver.com/complexes/113686,2019.03.28.,"965세대(기타임대 15세대 포함, 총9동)",10억6천,7억3천500,7억6천,7억4천,-30,8건,6건,,,,
부산광역시,남구,대연힐스테이트푸르지오(소형),https://new.land.naver.com/complexes/105323,2013.05.31.,"2,100세대(12동)",7억5천100,5억3천,6억3천,6억3천,-16,2건,0건,,,,
부산광역시,남구,대연SKVIEWHills(소형),https://new.land.naver.com/complexes/105323,2018.07.11.,994세대(11동),7억7천,5억,5억8천500,6억,-22,16건,2건,3억3천,48,3억3천,1건
부산광역시,남구,대연자이(소형),https://new.land.naver.com/complexes/113686,2019.03.28.,"965세대(기타임대 15세대 포함, 총9동)",8억,3억6천,5억1천800,5억4천,-32,31건,28건,3억2천,49,3억,2건
부산광역시,동구,협성휴포레부산진역오션뷰(국평),https://new.land.naver.com/complexes/111124,2019.07.,788세대(3동),8억5천,5억6천,0,5억8천,-31,17건,4건,,,,
부산광역시,동구,협성휴포레부산진역오션뷰(소형),https://new.land.naver.com/complexes/111124,2019.07.,788세대(3동),6억9천,4억,5억1천,4억5천,-34,21건,18건,3억3천,53,3억3천,1건
부산광역시,동래구,쌍용더플래티넘사직아시아드아파트(국평),https://new.land.naver.com/complexes/107994,2020.02.28.,914세대(6동),12억4천500,7억4천500,8억6천500,9억4천,-24,37건,22건,,,,
부산광역시,동래구,사직롯데캐슬더클래식(국평),https://new.land.naver.com/complexes/107577,2017.01.16.,"1,064세대(민간임대 84세대 포함, 총8동)",12억3천,7억5천,9억2천300,9억3천,-24,21건,4건,,,,
부산광역시,동래구,동래래미안아이파크(국평),https://new.land.naver.com/complexes/123223,2022.06.14.,"3,853세대(민간임대 200세대 포함, 총32동)",9억8천200,7억1천,7억1천,7억8천,-20,138건,2건,4억7천,31,4억,11건
부산광역시,동래구,사직롯데캐슬더클래식(소형),https://new.land.naver.com/complexes/107577,2017.01.16.,"1,064세대(민간임대 84세대 포함, 총8동)",8억7천500,5억8천800,7억2천500,7억2천500,-17,6건,0건,,,,
부산광역시,동래구,쌍용더플래티넘사직아시아드아파트(소형),https://new.land.naver.com/complexes/107994,2020.02.28.,914세대(6동),8억3천,5억5천,6억4천,6억9천,-16,6건,0건,,,,
부산광역시,동래구,동래래미안아이파크(소형),https://new.land.naver.com/complexes/123223,2022.06.14.,"3,853세대(민간임대 200세대 포함, 총32동)",7억3천,5억,5억7천,6억5천,-10,33건,0건,3억4천,41,3억2천,2건
부산광역시,부산진구,삼한골든뷰센트럴파크(국평),https://new.land.naver.com/complexes/110562,2019.05.03.,"1,272세대(3동)",10억7천500,6억,7억,7억2천,-33,89건,52건,4억5천,38,3억6천500,9건
부산광역시,부산진구,서면동일파크스위트3차(국평),https://new.land.naver.com/complexes/109478,2017.06.30.,727세대(9동),6억2천500,4억3천500,0,4억6천,-26,19건,14건,3억2천,57,3억,3건
부산광역시,부산진구,서면동일파크스위트1차(국평),https://new.land.naver.com/complexes/104889,2014.11.27.,751세대(8동),5억6천,3억7천,3억8천600,3억5천500,-36,41건,31건,3억,62,2억8천,4건
부산광역시,부산진구,서면동일파크스위트2차(소형),https://new.land.naver.com/complexes/109477,2017.02.,243세대(5동),4억700,2억7천,3억6천,3억5천,-14,2건,0건,,,,
부산광역시,북구,화명롯데캐슬카이저(국평),https://new.land.naver.com/complexes/5536,2012.06.27.,"5,239세대(48동)",7억9천900,5억500,5억9천500,5억9천,-26,28건,6건,4억,53,3억5천,5건
부산광역시,북구,화명롯데캐슬카이저(소형),https://new.land.naver.com/complexes/5536,2012.06.27.,"5,239세대(48동)",5억6천700,4억500,4억500,4억6천,-18,5건,0건,3억,59,3억,1건
부산광역시,사상구,주례경동리인(국평),https://new.land.naver.com/complexes/109011,2017.05.12.,839세대(11동),4억5천,3억1천500,3억1천500,3억3천500,-25,28건,13건,,,,
부산광역시,사상구,동일(국평),https://new.land.naver.com/complexes/5708,1989.02.24.,276세대(5동),2억7천,1억9천,1억9천,2억2천,-18,4건,0건,1억6천,57,1억1천,3건
부산광역시,사상구,동일(소형),https://new.land.naver.com/complexes/5708,1989.02.24.,276세대(5동),2억3천300,2억1천,0,1억6천,-31,2건,2건,,,,
부산광역시,사하구,힐스테이트사하역(국평),https://new.land.naver.com/complexes/127656,2022.12.28.,"1,314세대(12동)",6억5천,5억2천500,5억5천,5억7천500,-11,73건,0건,4억1천,59,3억5천,15건
부산광역시,사하구,사하역비스타동원(국평),https://new.land.naver.com/complexes/121533,2021.01.26.,513세대(4동),7억1천,4억4천500,5억4천,5억6천,-21,13건,2건,4억1천,65,3억6천,3건
부산광역시,서구,힐스테이트이진베이시티아파트(국평),https://new.land.naver.com/complexes/119149,2022.05.24.,"1,368세대(3동)",7억9천,5억2천500,6억7천,6억2천,-21,32건,4건,4억5천,50,3억5천,6건
부산광역시,서구,대신푸르지오1차(국평),https://new.land.naver.com/complexes/119149,2018.04.27.,"959세대(기타임대 50세대 포함, 총8동)",8억4천300,5억3천,5억5천,5억5천,-34,72건,50건,4억1천,55,3억8천,2건
부산광역시,서구,대신푸르지오1차(소형),https://new.land.naver.com/complexes/119149,2018.04.27.,"959세대(기타임대 50세대 포함, 총8동)",5억5천200,4억3천,4억3천,4억7천,-14,4건,0건,3억,53,3억,1건
부산광역시,수영구,남천자이(국평),https://new.land.naver.com/complexes/154302,2023.01.,913세대(7동),13억9천,11억,12억2천800,11억5천,-17,23건,0건,6억,32,5억8천,3건
부산광역시,수영구,삼익비치(국평),https://new.land.naver.com/complexes/7770,1979.10.11.,"3,060세대(33동)",16억,9억,11억3천,11억,-31,30건,24건,1억5천,11,8천,9건
부산광역시,수영구,삼익비치(소형),https://new.land.naver.com/complexes/7770,1979.10.11.,"3,060세대(33동)",12억8천,0,0,9억2천,-28,45건,38건,1억,8,8천,3건
부산광역시,수영구,남천자이(소형),https://new.land.naver.com/complexes/154302,2023.01.,913세대(7동),9억1천,7억6천,8억4천,8억7천,-4,3건,0건,4억5천,47,4억5천,1건
부산광역시,수영구,쌍용예가디오션(국평),https://new.land.naver.com/complexes/104037,2014.11.28.,928세대(6동),16억,7억2천,8억1천,8억6천,-46,93건,76건,7억,37,4억,23건
부산광역시,수영구,광안자이(국평),https://new.land.naver.com/complexes/119208,2020.08.06.,971세대(8동),10억7천,6억7천,8억200,8억,-25,53건,11건,5억,33,4억3천,6건
부산광역시,수영구,쌍용예가디오션(소형),https://new.land.naver.com/complexes/104037,2014.11.28.,928세대(6동),9억,7억1천500,7억1천500,7억4천,-17,8건,0건,5억,42,5억,1건
부산광역시,수영구,광안자이(소형),https://new.land.naver.com/complexes/119208,2020.08.06.,971세대(8동),7억6천,6억2천500,0,6억7천,-11,9건,0건,,,,
부산광역시,연제구,거제동롯데캐슬피렌체(국평),https://new.land.naver.com/complexes/26716,2011.01.24.,364세대(3동),10억5천,7억2천,8억3천,8억9천,-15,3건,0건,,,,
부산광역시,연제구,아시아드코오롱하늘채(국평),https://new.land.naver.com/complexes/114024,2019.10.08.,660세대(4동),10억8천,6억7천250,7억7천800,8억,-25,31건,22건,,,,
부산광역시,영도구,부산오션시티푸르지오(국평),https://new.land.naver.com/complexes/140261,2022.04.28.,846세대(4동),6억1천154,3억7천,3억8천500,3억8천,-37,120건,79건,3억5천,51,2억5천,17건
부산광역시,해운대구,대우트럼프월드센텀(국평),https://new.land.naver.com/complexes/13193,2006.07.28.,564세대(4동),17억5천,12억,0,13억5천,-22,22건,3건,6억5천,38,5억5천,5건
부산광역시,해운대구,마린시티자이(국평),https://new.land.naver.com/complexes/112465,2019.10.10.,258세대(1동),14억2천,9억5천,14억,11억,-22,20건,2건,6억5천,34,5억5천,9건
부산광역시,해운대구,대우마리나2(국평),https://new.land.naver.com/complexes/7698,1992.09.25.,450세대(7동),12억8천,8억9천990,9억2천,9억7천,-24,16건,7건,2억9천,25,2억8천,2건
부산광역시,해운대구,더샵센텀파크1차(국평),https://new.land.naver.com/complexes/10115,2005.10.26.,"2,752세대(14동)",13억,8억2천,10억,9억6천,-26,31건,5건,5억,42,4억8천,4건
부산광역시,해운대구,해운대자이2차1단지(국평),https://new.land.naver.com/complexes/10115,2018.01.31.,"813세대(기타임대 70세대 포함, 총8동)",14억8천,8억1천500,8억9천,9억5천,-35,52건,37건,4억8천,34,3억6천750,9건
